BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15849,16,,A6,40-13 ROCKAWAY BEACH BLVD,,11691,1,0,1,"2,648",900,1920,1,A6,"570,000",6/21/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15908,24,,A0,3-19 BEACH 63 STREET,,11692,1,0,1,"4,200","1,020",1950,1,A0,0,3/26/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15908,28,,A2,3-11 BEACH 63 STREET,,11692,1,0,1,"4,200",975,1940,1,A2,0,5/24/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15952,55,,A9,4-11 BEACH 35,,11691,1,0,1,"4,600","2,200",1910,1,A9,"280,000",7/20/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15952,60,,A5,403 BEACH 35,,11691,1,0,1,"1,649","1,200",2003,1,A5,"499,000",10/4/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15962,6,,A1,528 BEACH 44 STREET,,11691,1,0,1,"2,169","1,568",2004,1,A1,"383,000",7/6/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15962,88,,A1,515 BEACH 43RD STREET,,11691,1,0,1,"1,351","1,496",1920,1,A1,0,2/26/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15966,7,,A6,446 BEACH 45 STREET,,11691,1,0,1,"1,825",900,1899,1,A6,"180,000",2/18/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15968,12,,A1,424 BEACH 46TH STREET,,11691,1,0,1,"2,853","1,564",2004,1,A1,0,2/26/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15968,24,,A6,440 BEACH 46 STREET,,11691,1,0,1,"2,866","1,572",1920,1,A6,"456,000",7/14/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15968,29,,A6,456 BEACH 46 STREET,,11691,1,0,1,"1,750",792,1920,1,A6,"420,000",9/24/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15968,78,,A2,467 BEACH 45 ST,,11691,1,0,1,"1,890",716,1920,1,A2,"375,000",9/20/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15969,124,,A1,448 BEACH 47 STREET,,11691,1,0,1,"2,330","1,350",2005,1,A1,"490,000",5/28/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16026,52,,A2,65-08 ALMEDA AVENUE,,11692,1,0,1,"2,125","1,608",1960,1,A2,"448,000",2/24/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16028,70,,A2,6702 ALMEDA AVENUE,,11692,1,0,1,"1,350",974,1930,1,A2,"350,000",12/29/2020
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16029,33,,A2,68-17 BAYFIELD AVENUE,,11692,1,0,1,"4,400","1,087",1950,1,A2,"425,000",12/6/2020
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16031,20,,A9,5-48 BEACH 65 STREET,,11692,1,0,1,"2,500","1,526",1960,1,A9,"470,000",7/7/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16033,45,,A2,555 BEACH 66TH STREET,,11692,1,0,1,"2,500","1,396",1965,1,A2,"505,000",2/4/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16034,18,,A9,538 BEACH 68TH,,11692,1,0,1,"2,800","1,386",1950,1,A9,"505,000",7/14/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16034,40,,A9,563 BEACH 67 STREET,,11692,1,0,1,"3,000","1,530",1950,1,A9,"441,000",3/4/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16035,30,,A1,534 BEACH 69TH STREET,,11692,1,0,1,"4,714","1,900",1931,1,A1,"335,000",3/4/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16035,30,,A1,534 BEACH 69TH STREET,,11692,1,0,1,"4,714","1,900",1931,1,A1,"505,000",9/22/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16038,48,,A9,449 BEACH 64,,11692,1,0,1,"2,250","1,530",1960,1,A9,0,12/8/2020
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16038,54,,A9,437 BEACH 64 STREET,,11692,1,0,1,"2,250","1,530",1960,1,A9,"499,550",4/23/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16045,20,,A6,69-23 BAYFIELD AVENUE,,11692,1,0,1,"2,000",640,1920,1,A6,0,2/4/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16045,27,,A6,6909 BAYFIELD AVENUE,,11692,1,0,1,"2,000","1,024",1930,1,A6,"320,000",3/2/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16047,41,,A1,6922 ALMEDA AVE,,11692,1,0,1,"2,000","2,176",1920,1,A1,"540,000",6/29/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16051,27,,A1,463 BEACH 69 STREET,,11692,1,0,1,"5,200","2,800",2006,1,A1,0,4/6/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16052,30,,A5,439 BEACH 69TH STREET,,11692,1,0,1,"3,250","1,530",2005,1,A5,0,5/27/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16064,43,,A6,72-26 BURCHELL AVENUE,,11692,1,0,1,"3,000","1,544",1930,1,A6,"380,000",3/24/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16066,52,,A2,72-42 THURSBY AVENUE,,11692,1,0,1,"2,000",992,1930,1,A2,"230,000",3/9/2021
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16081,97,,A1,328 BEACH 70 STREET,,11692,1,0,1,"3,680","1,391",1920,1,A1,0,7/14/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15826,1,,B2,312 BEACH 37 STREET,,11691,2,0,2,"3,806","2,068",2003,1,B2,"660,000",11/13/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15834,47,,B3,347 BEACH 43 STREET,,11691,2,0,2,"5,137","1,760",1920,1,B3,"350,000",1/30/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15835,54,,B3,361 BEACH 44 STREET,,11691,2,0,2,"6,466","2,082",1920,1,B3,"700,000",1/29/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15837,13,,B2,326 BEACH 46 STREET,,11691,2,0,2,"3,804","1,390",1925,1,B2,"414,000",12/21/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15837,13,,B2,326 BEACH 46TH ST,,11691,2,0,2,"3,804","1,390",1925,1,B2,"593,600",5/13/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15837,60,,B2,329 BEACH 45 STREET,,11691,2,0,2,"3,800","2,958",1925,1,B2,0,6/16/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15838,55,,B2,325 BEACH 46TH STREET,,11691,2,0,2,"3,804","2,250",1960,1,B2,"619,000",3/3/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15839,1,,B2,312 BEACH 48 STREET,,11691,2,0,2,"3,804","1,116",1920,1,B2,0,12/18/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15850,3,,B2,41-13 ROCKAWAY BEACH BLVD,,11691,2,0,2,"1,890","2,000",2006,1,B2,0,3/11/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15897,134,,B2,57-21 ARVERNE BOULEVARD,,11692,2,0,2,"1,908","2,000",2003,1,B2,"645,000",8/12/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15903,29,,B1,183 BEACH 60TH STREET,,11692,2,0,2,"4,170","2,052",2000,1,B1,0,4/29/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,74,,B2,199 BEACH 62 STREET,,11692,2,0,2,"4,132","3,306",2014,1,B2,0,4/23/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,111,,B2,186 WHITE SANDS WAY,,11692,2,0,2,"3,226","2,515",2011,1,B2,"860,000",9/10/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,127,,B2,161 SEA GRASS LANE,,11692,2,0,2,"2,246","3,018",2010,1,B2,0,12/29/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,127,,B2,161 SEA GRASS LANE,,11692,2,0,2,"2,246","3,018",2010,1,B2,"300,000",4/29/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,141,,B2,65-16 OCEAN AVENUE NORTH,,11692,2,0,2,"2,786","2,908",2012,1,B2,0,2/8/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,166,,B2,65-15 OCEAN AVENUE NORTH,,11692,2,0,2,"2,120","2,908",2012,1,B2,"998,000",7/9/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,177,,B2,6407 OCEAN AVENUE N,,11692,2,0,2,"3,045","2,515",2014,1,B2,"999,000",10/26/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,179,,B2,6403 OCEAN AVENUE NORTH,,11692,2,0,2,"2,120","3,018",2014,1,B2,"995,000",12/8/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,195,,B2,64-16 OCEAN AVENUE SOUTH,,11692,2,0,2,"2,120","3,018",2014,1,B2,0,2/4/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,206,,B2,65-14 OCEAN AVENUE SOUTH,,11692,2,0,2,"2,120","2,908",2011,1,B2,"935,000",4/15/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,229,,B2,151 OCEAN LANE,,11692,2,0,2,"2,258","2,908",2011,1,B2,0,9/1/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,251,,B2,65-18 SEASPRAY AVENUE,,11692,2,0,2,"2,447","2,908",2011,1,B2,"980,000",1/26/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,254,,B2,66-02 SEASPRAY AVENUE,,11692,2,0,2,"3,909","2,908",2011,1,B2,0,2/12/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,258,,B2,66-12 SEASPRAY AVENUE,,11692,2,0,2,"3,265","2,258",2011,1,B2,"949,000",12/8/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,303,,B2,66-02 BEACH FRONT ROAD,,11692,2,0,2,"3,588","3,084",2014,1,B2,0,3/26/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15913,74,,B2,333 BEACH 66TH STREET,,11692,2,0,2,"4,000","1,904",1920,1,B2,0,4/16/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15916,27,,B9,318 BEACH 69TH STREET,,11692,2,0,2,"4,000","1,620",1910,1,B9,"450,000",7/28/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15916,39,,B2,340 BEACH 69 STREET,,11692,2,0,2,"4,000","2,614",1925,1,B2,"780,000",7/26/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15916,53,,B3,68-03 BEACH CHANNEL DRIVE,,11692,2,0,2,"5,000","2,044",1920,1,B3,"699,999",5/6/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15953,70,,B2,403 BEACH 36TH STREET,,11691,2,0,2,"5,062","2,068",2003,1,B2,"450,000",11/10/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15954,15,,B2,428 BEACH 38TH ST,,11691,2,0,2,"3,000","1,728",1920,1,B2,0,4/8/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15954,15,,B2,428 BEACH 38TH STREET,,11691,2,0,2,"3,000","1,728",1920,1,B2,0,2/26/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15965,9,,B2,412 BEACH 44 STREET,,11691,2,0,2,"2,602","1,254",1899,1,B2,"499,000",10/8/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15965,96,,B9,443 BEACH 43RD ST,,11691,2,0,2,"5,014","1,204",1931,1,B9,0,2/22/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15965,96,,B9,443 BEACH 43RD ST,,11691,2,0,2,"5,014","1,204",1931,1,B9,0,5/15/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15965,97,,B9,441 BEACH 43 STREET,,11691,2,0,2,"5,012",660,1931,1,B9,"498,000",8/5/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15965,143,,B2,484 BEACH 44TH STREET,,11691,2,0,2,"2,862","2,288",2004,1,B2,"800,000",9/24/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15966,18,,B2,470 BEACH 45TH STREET,,11691,2,0,2,"1,825",660,2003,1,B2,0,2/17/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15966,20,,B2,474 BEACH 45TH STREET,,11691,2,0,2,"2,738","2,000",2004,1,B2,"595,000",7/1/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15966,54,,B2,491 BEACH 44 STREET,,11691,2,0,2,"2,558","2,000",2005,1,B2,"605,000",11/25/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16005,37,,B2,62-27 DECOSTA AVENUE,,11692,2,0,2,"3,179","2,103",2017,1,B2,1,12/30/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16005,95,,B2,62-52 HILLMEYER ROAD,,11692,2,0,2,"3,267","2,281",2019,1,B2,"679,000",2/2/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16008,5,,B2,62-28 ELIZABETH ROAD,,11692,2,0,2,"3,179","2,000",2003,1,B2,0,9/23/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16008,17,,B2,62-10 ELIZABETH ROAD,,11692,2,0,2,"4,000","2,000",2004,1,B2,"663,000",4/19/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16008,32,,B2,62-17 BURCHELL ROAD,,11692,2,0,2,"3,054","2,000",2004,1,B2,"514,507",7/13/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16023,20,,B2,632 BEACH 64TH STREET,,11692,2,0,2,"3,400","2,068",1996,1,B2,0,11/3/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16023,22,,B2,638 BEACH 64TH STREET,,11692,2,0,2,"3,400","2,068",1996,1,B2,"505,000",10/13/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16024,43,,B2,617 BEACH 64TH STREET,,11692,2,0,2,"3,400","2,068",1994,1,B2,"635,000",3/29/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16024,47,,B2,609 BEACH 64 STREET,,11692,2,0,2,"3,400","2,068",1994,1,B2,"650,000",8/3/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16025,21,,B1,65-05A BAYFIELD AVENUE,,11692,2,0,2,"2,800","2,400",2003,1,B1,"720,000",4/15/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16027,6,,B3,616 BEACH 67TH STREET,,11692,2,0,2,"2,800","2,371",1940,1,B3,"680,000",5/20/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16027,39,,B2,615 BEACH 66 STREET,,11692,2,0,2,"3,500","2,150",2001,1,B2,"640,000",1/29/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16028,4,,B2,6-04 BEACH 68 STREET,,11692,2,0,2,"2,674","1,900",1965,1,B2,0,11/15/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16029,62,,B9,6-15 BEACH 68 STREET,,11692,2,0,2,"3,500","1,932",1960,1,B9,0,4/17/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16030,28,,B9,562 BEACH 64TH STREET,,11692,2,0,2,"3,950","1,974",1960,1,B9,10,4/16/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16030,35,,B2,565 BEACH 63 STREET,,11692,2,0,2,"3,365","1,978",2002,1,B2,"675,000",5/25/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16030,57,,B2,535 BEACH 63 STREET,,11692,2,0,2,"3,164","1,978",2000,1,B2,"625,000",4/22/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16030,77,,B2,509 BEACH 63 STREET,,11692,2,0,2,"3,164","1,978",2000,1,B2,0,5/22/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16031,69,,B9,501 BEACH 64TH STREET,,11692,2,0,2,"3,950","2,250",1960,1,B9,0,11/23/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16032,41,,B2,553 BEACH 65TH STREET,,11692,2,0,2,"2,950","2,008",1955,1,B2,0,10/1/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16032,53,,B9,5-17 BEACH 65TH STREET,,11692,2,0,2,"2,950","1,960",1955,1,B9,"466,000",4/8/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16032,58,,B9,65-08 THURSBY AVENUE,,11692,2,0,2,"3,000","2,200",1950,1,B9,"547,000",4/13/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16033,9,,B2,520 BEACH 67 STREET,,11692,2,0,2,"4,000","2,496",2001,1,B2,0,9/24/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16033,21,,B3,544 BEACH 67 STREET,,11692,2,0,2,"4,000","2,576",1975,1,B3,"525,000",2/18/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16033,25,,B2,550 BEACH 67TH STREET,,11692,2,0,2,"2,000","1,344",1920,1,B2,"685,000",6/15/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16033,48,,B2,547 BEACH 66 STREET,,11692,2,0,2,"3,000","1,738",2003,1,B2,0,12/2/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16034,33,,B2,566 BEACH 68TH STREET,,11692,2,0,2,"2,900","1,892",1998,1,B2,0,12/28/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16037,14,,B9,428 BEACH 64TH STREET,,11692,2,0,2,"2,550","1,764",1940,1,B9,"569,999",5/10/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16037,37,,B9,466 BEACH 64TH STREET,,11692,2,0,2,"2,550","2,016",1940,1,B9,"662,500",5/6/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16037,40,,B9,469 BEACH 63RD STREET,,11692,2,0,2,"3,550","2,062",1940,1,B9,"728,000",4/9/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16037,44,,B9,459 BEACH 63RD STREET,,11692,2,0,2,"2,550","1,932",1940,1,B9,"694,000",9/27/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16041,23,,B2,4-50 BEACH 68 STREET,,11692,2,0,2,"3,500","2,160",1950,1,B2,0,3/13/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16041,23,,B2,450 BEACH 68TH STREET,,11692,2,0,2,"3,500","2,160",1950,1,B2,0,1/29/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16041,40,,B2,465 BEACH 67TH STREET,,11692,2,0,2,"3,200","2,850",1920,1,B2,"590,000",4/23/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16041,48,,B2,449 BEACH 67 STREET,,11692,2,0,2,"4,000","1,600",2003,1,B2,0,12/24/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16042,62,,B1,4-21 BEACH 68 STREET,,11692,2,0,2,"4,000","2,160",2005,1,B1,0,6/29/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16045,15,,B9,69-33 BAYFIELD AVENUE,,11692,2,0,2,"3,000","1,512",1950,1,B9,"350,007",6/15/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16045,29,,B2,69-07 BAYFIELD AVE,,11692,2,0,2,"3,100","1,701",2001,1,B2,"505,000",10/6/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16045,40,,B9,69-12 DECOSTA AVENUE,,11692,2,0,2,"2,717","1,476",1950,1,B9,"575,000",5/28/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16045,55,,B9,69-36 DECOSTA AVENUE,,11692,2,0,2,"2,717","1,386",1950,1,B9,"515,000",4/7/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16045,62,,B9,69-46 DE COSTA AVENUE,,11692,2,0,2,"2,717","1,890",1950,1,B9,"510,000",12/10/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16046,14,,B9,69-49 DE COSTA AVENUE,,11692,2,0,2,"2,717","2,016",1940,1,B9,"649,000",2/25/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16046,20,,B9,69-35 DECOSTA AVENUE,,11692,2,0,2,"2,717","1,916",1940,1,B9,"525,000",4/9/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16046,24,,B9,69-27 DE COSTA AVENUE,,11692,2,0,2,"2,717","2,578",1940,1,B9,"645,000",12/22/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16046,70,,B9,6956 HILLMEYER AVENUE,,11692,2,0,2,"3,750","2,057",1940,1,B9,"410,000",9/14/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16047,3,,B9,6959 HILLMEYER AVE,,11692,2,0,2,"2,625","1,869",1940,1,B9,"290,000",4/26/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16047,12,,B9,69-41 HILLMEYER AVENUE,,11692,2,0,2,"2,625","2,016",1940,1,B9,"508,300",3/18/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16047,46,,B3,69-32 ALMEDA AVENUE,,11692,2,0,2,"2,000","2,176",1920,1,B3,"260,925",1/26/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16047,46,,B3,69-32 ALMEDA AVENUE,,11692,2,0,2,"2,000","2,176",1920,1,B3,"585,000",8/11/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16048,1,,B2,6963 ALMEDA AVE,,11692,2,0,2,"3,800","2,100",2002,1,B2,"785,000",5/17/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16052,35,,B2,427 BEACH 69 STREET,,11692,2,0,2,"4,000","1,976",1920,1,B2,"925,000",8/6/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16053,28,,B2,417 BEACH 69TH STREET,,11692,2,0,2,"5,000","2,664",1915,1,B2,0,4/23/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16058,18,,B2,72-18 ALMEDA AVENUE,,11692,2,0,2,"3,000","2,001",1997,1,B2,"590,000",8/18/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16062,12,,B2,74-19 HILLMEYER AVENUE,,11692,2,0,2,"2,500","1,874",2020,1,B2,"794,235",2/10/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16062,13,,B2,74-17 HILLMEYER AVENUE,,11692,2,0,2,"2,500","1,874",2019,1,B2,"794,235",2/10/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16062,14,,B2,74-13 HILLMEYER AVENUE,,11692,2,0,2,"2,500","1,874",2019,1,B2,"794,235",2/16/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16062,15,,B2,74-11 HILLMEYER AVENUE,,11692,2,0,2,"2,500","1,874",2019,1,B2,"849,000",12/31/2020
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16064,24,,B2,N/A ALMEDA AVENUE,,11692,2,0,2,"4,000","2,750",2018,1,B2,"764,000",4/1/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16064,27,,B2,563 BEACH 72ND STREET,,11692,2,0,2,"3,333","1,932",2004,1,B2,"610,000",5/25/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16064,29,,B2,559 BEACH 72 STREET,,11692,2,0,2,"3,333","1,932",2004,1,B2,10,8/20/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16065,31,,B2,72-21 BURCHELL AVE,,11692,2,0,2,"2,600","1,225",1925,1,B2,"305,552",1/19/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16065,53,,B2,72-18 ELIZABETH AVENUE,,11692,2,0,2,"4,000","2,350",2003,1,B2,"400,000",9/17/2021
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16067,33,,B3,451 BEACH 72 STREET,,11692,2,0,2,"2,000",700,1930,1,B3,"480,000",12/22/2020
