"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
",TAX CLASS AS OF FINAL ROLL 18/19,"BLOCK
","LOT
","EASE-MENT
",BUILDING CLASS AS OF FINAL ROLL 18/19,"ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2A,2904,41,,C5,1583 WASHINGTON AVENUE,,10457,6,0,6,"3,567","1,944",1899,2,C5,"462,615",6/25/2019
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3035,48,,D4,"463 EAST 178TH STREET, 1C",,10457,,,,,,1935,2,D4,"58,000",7/18/2019
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3035,48,,D4,"463 EAST 178 STREET, 6E",,10457,,,,,,1935,2,D4,"50,000",3/5/2019
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3044,40,,D4,"495 EAST 178TH STREET, 4H",,10457,,,,,,1941,2,D4,"23,000",3/15/2019
2,BATHGATE,14 RENTALS - 4-10 UNIT,2A,2912,25,,S4,3827 3RD AVENUE,,10457,4,1,5,"2,000","5,940",2011,2,S4,"1,420,000",4/12/2019
2,BATHGATE,14 RENTALS - 4-10 UNIT,2A,2912,26,,S4,3825 3RD AVENUE,,10457,4,1,5,"2,000","5,940",2011,2,S4,"1,350,000",3/27/2019
2,BATHGATE,14 RENTALS - 4-10 UNIT,2A,3048,51,,S4,4415 3 AVENUE,,10457,4,1,5,"2,500","6,000",1967,2,S4,"950,000",1/31/2019
2,BATHGATE,22 STORE BUILDINGS,4,3028,17,,K1,2008 WEBSTER AVENUE,,10457,0,1,1,"9,111","3,035",1974,4,K1,"900,000",8/23/2019
2,BATHGATE,22 STORE BUILDINGS,4,3039,21,,K1,2345 WASHINGTON AVENUE,,10458,0,1,1,"4,239","4,239",1931,4,K1,"1,500,000",1/10/2019
2,BATHGATE,22 STORE BUILDINGS,4,3045,34,,K1,510 EAST 180 STREET,,10457,0,7,7,"4,909","4,800",1931,4,K1,"2,000,000",10/11/2019
2,BATHGATE,22 STORE BUILDINGS,4,3051,49,,K1,4477 THIRD AVENUE,,10457,0,1,1,"7,250","7,250",1931,4,K1,"3,900,000",1/18/2019
2,BATHGATE,22 STORE BUILDINGS,4,3052,11,,K1,4551 3 AVENUE,,10458,0,4,4,"5,483","2,680",1924,4,K1,"19,900,000",11/13/2019
2,BATHGATE,27 FACTORIES,4,2904,10,,F5,3876 PARK AVENUE,,10457,0,1,1,"7,530","17,955",1931,4,F5,"860,000",5/8/2019
2,BATHGATE,27 FACTORIES,4,3029,37,,F5,420 EAST 180 STREET,,10457,0,1,1,"1,578","4,731",1997,4,F5,"250,000",6/20/2019
2,BATHGATE,29 COMMERCIAL GARAGES,4,2899,1,,G1,1732 WEBSTER AVENUE,,10457,0,2,2,"5,100","8,804",1930,4,G1,"2,878,500",11/18/2019
2,BATHGATE,29 COMMERCIAL GARAGES,4,3029,26,,G2,2090 WEBSTER AVENUE,,10457,0,1,1,"4,360","1,200",1996,4,G2,0,9/4/2019
2,BATHGATE,29 COMMERCIAL GARAGES,4,3029,62,,G7,423-425 EAST 179TH STREET,,10457,0,0,0,"2,050",0,,4,G7,"750,000",4/17/2019
2,BATHGATE,29 COMMERCIAL GARAGES,4,3030,48,,G2,2180 WEBSTER,,10457,0,3,3,"17,190","17,190",1931,4,G2,"3,950,000",7/23/2019
2,BATHGATE,29 COMMERCIAL GARAGES,4,3037,5,,G7,4390 PARK AVENUE,,10457,0,0,0,"2,275",0,,4,G7,"200,000",7/25/2019
2,BATHGATE,29 COMMERCIAL GARAGES,4,3041,14,,G7,458 CYRUS PLACE,,10458,0,0,0,"3,750",0,,4,G7,"825,000",7/16/2019
2,BATHGATE,30 WAREHOUSES,4,2899,34,,E1,407 EAST 174 STREET,,10457,0,1,1,"3,439","3,320",1955,4,E1,"880,000",3/12/2019
2,BATHGATE,30 WAREHOUSES,4,2899,34,,E1,407 EAST 174 STREET,,10457,0,1,1,"3,439","3,320",1955,4,E1,0,7/31/2019
2,BATHGATE,30 WAREHOUSES,4,3040,31,,E2,463 EAST 186TH STREET,,10458,0,1,1,"5,000","1,500",1995,4,E2,"915,000",6/12/2019
2,BATHGATE,31 COMMERCIAL VACANT LAND,4,3041,38,,V1,4697 3 AVENUE,,10458,0,0,0,"9,541",0,,4,V1,1,12/11/2019
2,BATHGATE,32 HOSPITAL AND HEALTH FACILITIES,4,2923,27,,I5,4137 3 AVENUE,,10457,0,3,3,"5,515","9,350",1931,4,I5,"2,580,000",9/16/2019
2,BATHGATE,36 OUTDOOR RECREATIONAL FACILITIES,4,2923,30,,Q9,4135 3 AVENUE,,10457,0,0,0,"2,584",0,,4,Q9,"2,580,000",9/16/2019
2,BATHGATE,37 RELIGIOUS FACILITIES,4,2907,6,,M1,4044 PARK AVENUE,,10457,0,1,1,"7,500","12,500",1925,4,M1,"1,301,210",7/29/2019
2,BATHGATE,43 CONDO OFFICE BUILDINGS,4,3048,1001,,RB,"4439 THIRD AVENUE, COMM",COMM,10457,0,1,1,0,0,2016,4,RB,0,11/25/2019
2,BATHGATE,43 CONDO OFFICE BUILDINGS,4,3051,1001,,RB,"4511 THIRD AVENUE, COMM",COMM,10457,0,1,1,0,0,2017,4,RB,0,11/25/2019
2,BATHGATE,43 CONDO OFFICE BUILDINGS,4,3051,1003,,RB,"4511 THIRD AVENUE, CF-2",CF-2,10457,0,1,1,0,0,2017,4,RB,0,11/25/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4707,23,,A5,1135 EAST 212 STREET,,10469,1,0,1,"1,935","1,760",1945,1,A5,"2,500",12/20/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4708,27,,A5,1137 EAST 213 STREET,,10469,1,0,1,"2,233","1,637",1945,1,A5,"300,000",10/16/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4708,36,,A2,1109 EAST 213,,10469,1,0,1,"2,500","2,232",1920,1,A2,0,12/30/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,31,,A5,1113 EAST 214 STREET,,10469,1,0,1,"1,710","1,890",1945,1,A5,"339,964",9/27/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,34,,A5,1107 EAST 214 STREET,,10469,1,0,1,"1,710","1,732",1945,1,A5,0,9/24/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,152,,A5,1158 EAST 215 STREET,,10469,1,0,1,"1,710","1,732",1945,1,A5,0,4/17/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4714,32,,A1,1409 OAKLEY STREET,,10469,1,0,1,"2,375","1,395",1935,1,A1,"325,000",5/3/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,3,,A9,1454 STICKNEY PLACE,,10469,1,0,1,"1,890","1,690",1950,1,A9,"460,000",9/4/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,53,,A9,3834 LACONIA AVENUE,,10469,1,0,1,"1,795","1,690",1950,1,A9,"500,000",2/1/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,65,,A9,1126 EAST 221 STREET,,10469,1,0,1,"1,746","1,690",1950,1,A9,0,2/11/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4716,59,,A9,1103 E. 221ST STREET,,10469,1,0,1,"1,432","1,648",1950,1,A9,"465,000",1/9/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4722,6,,A1,3525 EASTCHESTER RD,,10469,1,0,1,"2,735","1,530",1915,1,A1,0,4/23/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4723,5,,A2,3479 MICKLE AVENUE,,10469,1,0,1,"1,918","1,024",1945,1,A2,"404,250",3/29/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4725,22,,A2,1483 HICKS STREET,,10469,1,0,1,"2,375","1,764",1915,1,A2,"498,200",12/6/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4725,22,,A2,1483 HICKS STREET,,10469,1,0,1,"2,375","1,764",1915,1,A2,"328,410",3/22/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4725,47,,A9,1449 HICKS STREET,,10469,1,0,1,"2,090","1,690",1945,1,A9,0,1/11/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4730,10,,A1,1320 EAST 222 STREET,,10469,1,0,1,"1,938","1,974",1901,1,A1,"1,000",10/4/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,10,,A5,3349 BOUCK AVENUE,,10469,1,0,1,"1,900","1,254",1940,1,A5,0,2/8/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,10,,A5,3349 BOUCK AVENUE,,10469,1,0,1,"1,900","1,254",1940,1,A5,0,4/8/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,10,,A5,3349 BOUCK AVENUE,,10469,1,0,1,"1,900","1,254",1940,1,A5,"425,000",9/9/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,17,,A5,3335 BOUCK AVE,,10469,1,0,1,"1,900","1,254",1940,1,A5,"475,000",1/31/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,87,,A5,3327 BOUCK AVENUE,,10469,1,0,1,"1,900","1,254",1940,1,A5,0,1/23/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,29,,A5,3329 WILSON AVENUE,,10469,1,0,1,"2,450","1,795",1940,1,A5,0,5/11/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,33,,A5,3317 WILSON AVENUE,,10469,1,0,1,"2,254","2,430",1930,1,A5,0,1/23/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,35,,A5,3313 WILSON AVE,,10469,1,0,1,"2,258","2,430",1930,1,A5,0,5/30/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,50,,A5,3314 BOUCK AVENUE,,10469,1,0,1,"1,900","1,567",1940,1,A5,"315,000",12/27/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,81,,A5,1294 GIVAN AVENUE,,10469,1,0,1,"1,739","1,280",1955,1,A5,"270,750",7/19/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,176,,A5,1284 GIVAN AVENUE,,10469,1,0,1,"1,899","1,280",1955,1,A5,"453,200",8/15/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,191,,A5,3215 WILSON AVENUE,,10469,1,0,1,"2,024","1,960",1940,1,A5,0,9/17/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4735,48,,A5,3334 WILSON AVE,,10469,1,0,1,"1,900","1,681",1930,1,A5,10,4/10/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4735,57,,A5,3352 WILSON AVENUE,,10469,1,0,1,"1,900","1,681",1930,1,A5,"365,040",7/24/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4735,86,,A5,3318 WILSON AVENUE,,10469,1,0,1,"2,217","1,620",1930,1,A5,"465,000",1/4/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4736,41,,A5,3306 FISH AVENUE,,10469,1,0,1,"1,900","1,795",1935,1,A5,0,7/21/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4736,41,,A5,3306 FISH AVENUE,,10469,1,0,1,"1,900","1,795",1935,1,A5,"324,480",7/9/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4736,64,,A5,3356 FISH AVENUE,,10469,1,0,1,"1,775","1,585",1935,1,A5,"510,000",12/27/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4736,64,,A5,33-56 FISH AVENUE,,10469,1,0,1,"1,775","1,585",1935,1,A5,"345,163",2/6/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4737,26,,A5,3329 FENTON AVENUE,,10469,1,0,1,"1,900","1,406",1945,1,A5,0,7/12/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4737,30,,A5,3321 FENTON AVENUE,,10469,1,0,1,"2,367","1,330",1945,1,A5,"548,000",12/5/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,20,,A5,3221 FISH AVENUE,,10469,1,0,1,"2,500","1,748",1930,1,A5,"550,000",9/12/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4740,40,,A5,3224 FISH AVENUE,,10469,1,0,1,"2,500","1,736",1935,1,A5,"515,000",7/31/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4741,27,,A5,3211 FENTON AVENUE,,10469,1,0,1,"2,050","1,408",1920,1,A5,"335,000",4/11/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,13,,A5,3241 CORSA AVENUE,,10469,1,0,1,"1,800","1,260",1950,1,A5,0,1/25/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,17,,A5,3233 CORSA AVE,,10469,1,0,1,"1,800","1,260",1950,1,A5,0,8/20/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4743,31,,A5,3303 EASTCHESTER ROAD,,10469,1,0,1,"1,800","1,782",1950,1,A5,"500,000",11/13/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4743,127,,A5,3315 EASTCHESTER RD,,10469,1,0,1,"1,800","1,633",1950,1,A5,10,9/17/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4744,10,,A5,3339 MICKLE AVENUE,,10469,1,0,1,"1,520","1,440",1940,1,A5,"450,000",9/6/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4745,21,,A1,3319 KINGSLAND AVENUE,,10469,1,0,1,"5,059","1,320",1930,1,A1,"430,000",2/8/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4745,23,,A1,3315 KINGSLAND AVENUE,,10469,1,0,1,"3,159","1,320",1930,1,A1,"450,000",10/18/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4745,39,,A1,3310 MICKLE AVENUE,,10469,1,0,1,"2,375","1,088",1920,1,A1,"115,000",10/20/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4747,56,,A9,3236 EASTCHESTER ROAD,,10469,1,0,1,"2,150","1,631",1965,1,A9,"499,550",5/30/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4749,35,,A5,3303 TIEMANN,,10469,1,0,1,"1,710","1,188",1955,1,A5,"457,500",1/15/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,11,,A5,3353 GUNTHER AVENUE,,10469,1,0,1,"1,710","1,539",1950,1,A5,"485,000",7/17/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,24,,A5,3327 GUNTHER AVENUE,,10469,1,0,1,"1,710","1,539",1950,1,A5,"62,891",11/19/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,31,,A5,3313 GUNTHER AVENUE,,10469,1,0,1,"1,710","1,539",1950,1,A5,"520,000",8/20/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,42,,A5,3306 TIEMANN AVENUE,,10469,1,0,1,"1,710","1,890",1950,1,A5,"460,000",8/13/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,66,,A5,3354 TIEMANN AVENUE,,10469,1,0,1,"1,710","1,539",1950,1,A5,"323,000",5/3/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,49,,A5,3314 GUNTHER AVENUE,,10469,1,0,1,"1,734","1,188",1955,1,A5,0,1/11/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,52,,A2,3324 GUNTHER,,10469,1,0,1,"2,090",948,1960,1,A2,1,6/29/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,54,,A2,3328 GUNTHER AVENUE,,10469,1,0,1,"2,090",948,1960,1,A2,"265,000",5/13/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,54,,A2,3328 GUNTHER AVENUE,,10469,1,0,1,"2,090",948,1960,1,A2,"499,000",7/25/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,62,,A2,3346 GUNTHER AVENUE,,10469,1,0,1,"2,090",948,1960,1,A2,0,10/24/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,64,,A2,3350 GUNTHER AVENUE,,10469,1,0,1,"2,090",948,1960,1,A2,"300,000",8/27/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4759,31,,S1,3127 SEYMOUR AVENUE,,10469,1,1,2,"2,272","3,468",1920,1,S1,"406,282",1/31/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4765,64,,A5,3148 KINGSLAND AVENUE,,10469,1,0,1,"1,710","1,116",1955,1,A5,0,7/27/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4767,8,,A1,1620 HAMMERSLEY AVENUE,,10469,1,0,1,"4,000","1,750",1945,1,A1,"599,000",3/8/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4769,41,,A5,3116 TIEMANN AVENUE,,10469,1,0,1,"1,710","1,080",1960,1,A5,"510,000",3/5/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4769,52,,A5,3140 TIEMANN AVENUE,,10469,1,0,1,"1,963","1,890",1960,1,A5,"434,000",5/31/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4774,3,,A2,1754 HAMMERSLEY AVE,,10469,1,0,1,"3,745",960,1920,1,A2,0,10/3/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4774,18,,A5,3033 WICKHAM AVENUE,,10469,1,0,1,"1,710","1,690",1950,1,A5,0,8/13/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4774,24,,A5,3017 WICKHAM AVENUE,,10469,1,0,1,"1,710","1,690",1950,1,A5,0,6/5/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4774,29,,A1,3005 WICKHAM AVENUE,,10469,1,0,1,"1,710","1,690",1950,1,A1,"400,000",10/16/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4778,48,,A5,3134 GRACE AVENUE,,10469,1,0,1,"1,710","1,690",1960,1,A5,"3,400",8/2/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,3,,A5,3061 GRACE AVENUE,,10469,1,0,1,"2,653","1,362",1960,1,A5,"360,000",12/11/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,20,,A5,3019 GRACE AVENUE,,10469,1,0,1,"2,653","1,362",1960,1,A5,"465,000",5/30/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,35,,A5,3002 ELY AVENUE,,10469,1,0,1,"3,056","1,611",1960,1,A5,"545,000",11/20/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,48,,A5,3024 ELY AVENUE,,10469,1,0,1,"2,651","1,368",1960,1,A5,"465,000",12/3/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,57,,A5,3040 ELY AVENUE,,10469,1,0,1,"2,651","1,386",1960,1,A5,0,5/29/2019
