"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,9, ,A5,55 BARB STREET                           ,            ,10312, 1 , -   , 1 ," 2,575 "," 1,661 ",2004,1,A5," 490,000 ",2/24/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,13, ,A5,47 BARB STREET                           ,            ,10312, 1 , -   , 1 ," 1,585 "," 1,661 ",2004,1,A5," 450,000 ",2/12/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,24, ,A5,23 BARB STREET                           ,            ,10312, 1 , -   , 1 ," 2,575 "," 1,661 ",2004,1,A5," 500,000 ",9/20/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,54, ,A5,20 ENDVIEW STREET                        ,            ,10312, 1 , -   , 1 ," 1,648 "," 1,816 ",2003,1,A5," 275,000 ",3/1/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6226,37, ,A1,770 ANNADALE ROAD                        ,            ,10312, 1 , -   , 1 ," 7,000 "," 1,386 ",1925,1,A1, -   ,7/15/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6226,93, ,A2,55 JEFFERSON BOULEVARD                   ,            ,10312, 1 , -   , 1 ," 3,402 "," 1,360 ",1930,1,A2," 442,000 ",11/7/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6226,136, ,A1,941 CARLTON BOULEVARD                    ,            ,10312, 1 , -   , 1 ," 4,785 ", 944 ,1910,1,A1," 405,000 ",10/26/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6227,10, ,A2,117 JEFFERSON BOULEVARD                  ,            ,10312, 1 , -   , 1 ," 5,000 "," 1,096 ",1965,1,A2, -   ,5/17/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6227,33, ,A2,146 DETROIT AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,848 ",1965,1,A2, -   ,4/5/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6227,37, ,A2,138 DETROIT AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,848 ",1965,1,A2, -   ,3/10/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6228,25, ,A0,158 EDGEGROVE AVENUE                     ,            ,10312, 1 , -   , 1 ," 4,000 ", 938 ,1950,1,A0, -   ,5/11/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6228,27, ,A1,154 EDGEGROVE AVENUE                     ,            ,10312, 1 , -   , 1 ," 8,000 "," 1,915 ",1935,1,A1, -   ,5/11/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6228,61, ,A2,147 DETROIT AVENUE                       ,            ,10312, 1 , -   , 1 ," 8,000 ", 840 ,1920,1,A2, -   ,5/11/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6228,61, ,A2,147 DETROIT AVENUE                       ,            ,10312, 1 , -   , 1 ," 8,000 ", 840 ,1920,1,A2, -   ,4/6/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6230,37, ,A2,624 DRUMGOOLE ROAD EAST                  ,            ,10312, 1 , -   , 1 ," 8,000 "," 1,472 ",1930,1,A2," 280,000 ",7/7/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6232,11, ,A1,182 RATHBUN AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,630 ",1960,1,A1," 522,500 ",5/9/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6233,64, ,A2,151 RATHBUN AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,092 ",1960,1,A2, -   ,4/12/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6234,45, ,A2,578 ARDEN AVENUE                         ,            ,10312, 1 , -   , 1 ," 4,200 "," 1,290 ",1935,1,A2," 490,000 ",9/26/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6235,27, ,A2,140 SINCLAIR AVENUE                      ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,176 ",1965,1,A2," 400,000 ",12/20/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6235,53, ,A2,193 SHELDON AVENUE                       ,            ,10312, 1 , -   , 1 ," 12,000 "," 1,128 ",1945,1,A2," 550,000 ",1/29/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6236,9, ,A1,383 JEFFERSON BOULEVARD                  ,            ,10312, 1 , -   , 1 ," 3,960 "," 1,165 ",1940,1,A1," 590,000 ",7/22/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6236,50, ,A2,107 SINCLAIR AVENUE                      ,            ,10312, 1 , -   , 1 ," 6,000 "," 2,016 ",1960,1,A2, -   ,6/28/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6238,23, ,A1,240 CROWN AVENUE                         ,            ,10312, 1 , -   , 1 ," 8,000 "," 2,870 ",1975,1,A1," 690,000 ",5/27/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6239,79, ,A2,247 CROWN AVENUE                         ,            ,10312, 1 , -   , 1 ," 8,760 "," 1,569 ",1916,1,A2, -   ,2/16/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6243,29, ,A1,26 SHERIDAN PLACE                        ,            ,10312, 1 , -   , 1 ," 5,500 "," 2,870 ",1946,1,A1," 690,000 ",4/22/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6244,36, ,A2,102 BARCLAY AVENUE                       ,            ,10312, 1 , -   , 1 ," 5,000 "," 1,525 ",1950,1,A2," 385,000 ",1/8/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6245,166, ,A1,62 HILLIS STREET                         ,            ,10312, 1 , -   , 1 ," 4,700 "," 2,560 ",1970,1,A1, -   ,2/11/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6245,166, ,A1,62 HILLIS STREET                         ,            ,10312, 1 , -   , 1 ," 4,700 "," 2,560 ",1970,1,A1," 555,000 ",2/11/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6245,210, ,A2,64 PINE TERRACE                          ,            ,10312, 1 , -   , 1 ," 6,080 "," 2,156 ",1960,1,A2," 695,000 ",2/1/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6246,60, ,A1,5031 AMBOY ROAD                          ,            ,10312, 1 , -   , 1 ," 9,504 "," 1,572 ",1899,1,A1, -   ,6/8/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6247,50, ,A1,4 POILLON AVENUE                         ,            ,10312, 1 , -   , 1 ," 11,213 "," 3,004 ",1978,1,A1, -   ,4/7/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,24, ,A3,58 TENAFLY PLACE                         ,            ,10312, 1 , -   , 1 ," 4,630 "," 2,270 ",2014,1,A3," 645,570 ",6/8/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,155, ,A1,23 ELY AVENUE                            ,            ,10312, 1 , -   , 1 ," 4,551 "," 1,768 ",1965,1,A1," 660,000 ",8/18/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,239, ,A2,116 NORTH PINE TERRACE                   ,            ,10312, 1 , -   , 1 ," 4,000 "," 2,008 ",1965,1,A2," 550,000 ",6/14/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,414, ,A2,924 ANNADALE ROAD                        ,            ,10312, 1 , -   , 1 ," 4,879 "," 2,088 ",1965,1,A2, -   ,9/28/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,516, ,A5,24 EAST TENAFLY AVENUE                   ,            ,10312, 1 , -   , 1 ," 3,900 "," 1,834 ",1975,1,A5," 510,000 ",12/5/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,518, ,A1,20 EAST TENAFLY AVENUE                   ,            ,10312, 1 , -   , 1 ," 3,854 "," 1,638 ",1975,1,A1," 470,000 ",8/29/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,635, ,A3,23 TENAFLY PLACE                         ,            ,10312, 1 , -   , 1 ," 5,516 "," 3,508 ",2014,1,A3, -   ,6/4/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,700, ,A1,77 BENNETT AVENUE                        ,            ,10312, 1 , -   , 1 ," 8,322 "," 2,144 ",1986,1,A1," 950,000 ",5/4/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6251,14, ,A1,76 DOWNES AVENUE                         ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,966 ",1974,1,A1, -   ,5/26/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6251,75, ,A5,97 BENNETT AVENUE                        ,            ,10312, 1 , -   , 1 ," 3,135 "," 1,344 ",1970,1,A5, -   ,9/20/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6251,80, ,A5,109 BENNETT AVENUE                       ,            ,10312, 1 , -   , 1 ," 3,283 "," 1,344 ",1970,1,A5, -   ,8/19/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6254,99, ,A1,75 SOUTH RAILROAD ST                     ,            ,10312, 1 , -   , 1 ," 2,960 "," 1,362 ",1993,1,A1," 95,000 ",5/12/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6257,90, ,A2,10 BURCHARD COURT                        ,            ,10312, 1 , -   , 1 ," 6,138 "," 1,086 ",1955,1,A2," 390,000 ",8/23/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6261,11, ,A2,249 EDGEGROVE AVENUE                     ,            ,10312, 1 , -   , 1 ," 4,000 ", 720 ,1945,1,A2," 459,000 ",10/20/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6261,19, ,A0,230 IONIA AVENUE                         ,            ,10312, 1 , -   , 1 ," 8,000 "," 1,600 ",1960,1,A0, -   ,12/6/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6268,5, ,A1,286 STAFFORD AVENUE                      ,            ,10312, 1 , -   , 1 ," 4,000 "," 2,002 ",1970,1,A1," 700,000 ",11/10/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6268,68, ,A2,227 SINCLAIR AVENUE                      ,            ,10312, 1 , -   , 1 ," 4,200 "," 1,884 ",1965,1,A2," 630,000 ",8/9/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6268,68, ,A2,227 SINCLAIR AVENUE                      ,            ,10312, 1 , -   , 1 ," 4,200 "," 1,884 ",1965,1,A2," 375,975 ",4/6/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6270,43, ,A2,255 VINELAND AVENUE                      ,            ,10312, 1 , -   , 1 ," 6,000 "," 2,450 ",1975,1,A2," 700,000 ",3/22/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6272,10, ,A1,30 CANTON AVENUE                         ,            ,10312, 1 , -   , 1 ," 6,084 "," 2,184 ",1975,1,A1," 730,000 ",8/1/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,  ,6272,28, ,  ,11 HOLCOMB AVENUE                        ,            ,10312, -   , -   , -   , -   , -   ,0,1,A2," 590,000 ",11/28/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6273,22, ,A1,16 HOLCOMB AVENUE                        ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,690 ",1945,1,A1," 435,000 ",8/4/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6273,33, ,A3,345 CROWN AVENUE                         ,            ,10312, 1 , -   , 1 ," 8,900 ", -   ,2015,1,A3," 495,000 ",12/1/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6278,1, ,A2,275 EDGEGROVE AVENUE                     ,            ,10312, 1 , -   , 1 ," 4,900 "," 3,692 ",1955,1,A2, -   ,2/2/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6278,88, ,A5,286 IONIA AVENUE                         ,            ,10312, 1 , -   , 1 ," 3,000 "," 1,080 ",1986,1,A5," 375,000 ",11/4/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6279,166, ,A1,164 NORTH RAILROAD ST                    ,            ,10312, 1 , -   , 1 ," 4,000 "," 2,138 ",1975,1,A1, -   ,9/28/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6280,20, ,A1,396 EDGEGROVE AVENUE                     ,            ,10312, 1 , -   , 1 ," 8,400 "," 3,600 ",1986,1,A1," 780,000 ",10/31/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6287,48, ,A1,336 RATHBUN AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,872 ",1975,1,A1, -   ,11/9/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6297,19, ,A1,442 LAMONT AVENUE                        ,            ,10312, 1 , -   , 1 ," 8,000 "," 2,148 ",1970,1,A1, 10 ,7/28/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6298,32, ,A2,190 HEENAN AVENUE                        ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,932 ",1975,1,A2, -   ,6/9/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6299,66, ,A2,131 RAMONA AVENUE                        ,            ,10312, 1 , -   , 1 ," 6,000 "," 1,949 ",1974,1,A2," 635,000 ",8/24/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6300,63, ,A1,441 RATHBUN AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,000 "," 2,083 ",1970,1,A1," 675,000 ",9/20/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6303,74, ,A2,131 DELMAR AVENUE                        ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,512 ",1980,1,A2," 525,000 ",2/16/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6304,39, ,A0,32 HEENAN AVENUE                         ,            ,10312, 1 , -   , 1 ," 6,000 "," 2,040 ",1950,1,A0, -   ,4/15/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6305,79, ,A3,30 CROWN PLACE                           ,            ,10312, 1 , -   , 1 ," 10,296 "," 6,010 ",1984,1,A3, -   ,3/18/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6320,1, ,A2,184 ALBEE AVENUE                         ,            ,10312, 1 , -   , 1 ," 8,000 "," 2,020 ",1965,1,A2," 662,500 ",9/23/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6320,12, ,A2,115 DOWNES AVENUE                        ,            ,10312, 1 , -   , 1 ," 8,000 ", 936 ,1950,1,A2," 880,000 ",9/27/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6320,20, ,A2,129 DOWNES AVENUE                        ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,125 ",1965,1,A2," 480,000 ",2/16/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6321,11, ,A1,11 ALVINE AVENUE                         ,            ,10312, 1 , -   , 1 ," 7,250 "," 3,840 ",2004,1,A1, 1 ,5/23/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6349,38, ,A1,115 BENNETT PLACE                        ,            ,10312, 1 , -   , 1 ," 9,960 "," 5,400 ",1985,1,A1," 1,125,000 ",9/9/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6352,17, ,A1,472 HOLDRIDGE AVENUE                     ,            ,10312, 1 , -   , 1 ," 6,000 "," 3,178 ",1985,1,A1," 800,000 ",11/8/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6354,36, ,A2,673 BARCLAY AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,120 ",1930,1,A2," 439,000 ",6/13/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6356,75, ,A1,4715 HYLAN BOULEVARD                     ,            ,10312, 1 , -   , 1 ," 3,911 "," 2,600 ",1995,1,A1, -   ,4/20/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6357,40, ,A1,24 BENNETT PLACE                         ,            ,10312, 1 , -   , 1 ," 12,000 "," 7,620 ",1985,1,A1," 1,175,000 ",4/5/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6360,54, ,A1,50 RYAN PLACE                            ,            ,10312, 1 , -   , 1 ," 6,000 "," 2,013 ",1984,1,A1," 630,000 ",6/20/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6367,3, ,A1,283 HOLDRIDGE AVENUE                     ,            ,10312, 1 , -   , 1 ," 4,120 "," 2,275 ",1975,1,A1, -   ,5/25/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6367,40, ,A1,291 SHIRLEY AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,000 "," 2,070 ",1979,1,A1," 577,500 ",5/31/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6368,21, ,A1,64 JANSEN STREET                         ,            ,10312, 1 , -   , 1 ," 6,000 "," 1,820 ",1975,1,A1," 614,250 ",2/17/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6369,1, ,A2,237 HOLDRIDGE AVENUE                     ,            ,10312, 1 , -   , 1 ," 10,200 "," 4,833 ",1984,1,A2, -   ,1/27/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6370,12, ,A1,158 WEAVER STREET                        ,            ,10312, 1 , -   , 1 ," 6,000 "," 3,087 ",1975,1,A1," 740,000 ",10/24/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6370,38, ,A1,272 HOLDRIDGE AVENUE                     ,            ,10312, 1 , -   , 1 ," 6,825 "," 3,644 ",1975,1,A1," 890,000 ",10/25/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6371,32, ,A1,118 JANSEN STREET                        ,            ,10312, 1 , -   , 1 ," 4,000 "," 2,208 ",1970,1,A1, 10 ,12/9/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6371,34, ,A1,114 JANSEN STREET                        ,            ,10312, 1 , -   , 1 ," 6,000 "," 3,691 ",1970,1,A1, -   ,5/25/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,38, ,A5,6 WINSLOW PLACE                          ,            ,10312, 1 , 1 , 1 ," 7,301 "," 2,000 ",2015,1,A5," 651,680 ",7/28/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,40, ,A5,10 WINSLOW PLACE                         ,            ,10312, 1 , -   , 1 ," 3,442 ", -   ,2015,1,A5," 646,588 ",7/5/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,41, ,A5,12 WINSLOW PLACE                         ,            ,10312, 1 , -   , 1 ," 3,442 ", -   ,2015,1,A5," 692,410 ",11/30/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,43, ,A5,18 WINSLOW PLACE                         ,            ,10312, 1 , -   , 1 ," 3,442 ", -   ,2015,1,A5," 682,227 ",11/17/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,44, ,A5,20 WINSLOW PLACE                         ,            ,10312, 1 , -   , 1 ," 3,442 ", -   ,2015,1,A5," 636,406 ",7/29/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,47, ,A5,32 WINSLOW PLACE                         ,            ,10312, 1 , -   , 1 ," 3,512 ", -   ,2015,1,A5," 677,136 ",8/9/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,145, ,A5,26 WINSLOW PLACE                         ,            ,10312, 1 , -   , 1 ," 3,442 ", 925 ,2015,1,A5," 651,680 ",7/29/2016
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,146, ,A5,30 WINSLOW PLACE                         ,            ,10312, 1 , -   , 1 ," 3,442 ", -   ,2015,1,A5," 666,953 ",8/12/2016
