BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,"RESIDENTIAL
UNITS","COMMERCIAL
UNITS","TOTAL 
UNITS","LAND 
SQUARE FEET","GROSS 
SQUARE FEET",YEAR BUILT,TAX CLASS AT TIME OF SALE,"BUILDING CLASS
AT TIME OF SALE",SALE PRICE,SALE DATE
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3041,7,,S2,444 CYRUS PLACE,,10458,2,1,3,"2,467","1,900",1910,1,S2,"412,500",12/9/2020
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3046,5,,B1,2024 WASHINGTON AVE,,10457,2,0,2,"1,907","2,901",2000,1,B1,"625,000",9/3/2020
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3046,54,,B2,2043 BATHGATE AVENUE,,10457,2,0,2,"2,483","1,512",1901,1,B2,"461,370",1/27/2020
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3047,17,,B3,2123 BATHGATE AVE,,10457,2,0,2,"2,500","1,404",1901,1,B3,"629,000",4/24/2020
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3050,90,,B2,505 EAST 182 STREET,,10457,2,0,2,"1,960","2,278",1901,1,B2,0,6/26/2020
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,4,,B1,507 EAST 183RD STREET,,10458,2,0,2,"1,380","2,805",1901,1,B1,0,10/22/2020
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,7,,B2,2306 BASSFORD AVENUE,,10458,2,0,2,"2,085","3,374",1901,1,B2,"750,000",10/9/2020
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,17,,B2,2301 BATHGATE AVENUE,,10458,2,0,2,"1,169","1,836",1901,1,B2,"404,586",12/31/2020
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,2898,85,,C0,413 E 173RD STREET,,10457,3,0,3,"1,440","2,880",1899,1,C0,0,6/3/2020
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,2898,85,,C0,413 EAST 173 STREET,,10457,3,0,3,"1,440","2,880",1899,1,C0,0,8/12/2020
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,2903,106,,C0,3818 PARK AVENUE,,10457,3,0,3,"3,090","3,402",2003,1,C0,10,1/15/2020
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3030,158,,C0,412 EAST 183RD STREET,,10458,3,0,3,"1,978","3,654",2005,1,C0,0,2/26/2020
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3031,145,,C0,412 EAST 187 STREET,,10458,3,0,3,"1,784","2,302",2004,1,C0,0,2/4/2020
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3039,13,,C0,456 EAST 185 STREET,,10458,3,0,3,"1,650","1,344",1910,1,C0,"325,000",7/20/2020
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3040,13,,C0,458 EAST 187 STREET,,10458,3,0,3,"1,650","1,776",1910,1,C0,"480,000",7/9/2020
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3046,142,,C0,2052 WASHINGTON AVENUE,,10457,3,0,3,"1,995","2,901",2000,1,C0,0,10/14/2020
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3046,143,,C0,2054 WASHINGTON AVENUE,,10457,3,0,3,"1,995","2,901",2000,1,C0,"810,000",10/22/2020
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3050,137,,C0,2239 BATHGATE AVENUE,,10457,3,0,3,"1,562","3,168",1901,1,C0,"899,500",7/2/2020
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3036,35,,V0,2087 WASHINGTON AVE,,10457,0,0,0,"2,099",0,,1,V0,"80,000",7/10/2020
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,2927,14,,C7,3782 3 AVENUE,,10456,12,2,14,"2,500","9,419",1931,2,C7,"1,800,000",1/29/2020
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,3031,51,,C1,4619 PARK AVENUE,,10458,8,0,8,"3,798","8,976",1910,2,C1,"638,750",11/13/2020
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3031,60,,C1,4589 PARK AVENUE,,10458,25,0,25,"4,779","18,975",1912,2,C1,0,1/22/2020
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3031,63,,C1,4585 PARK AVENUE,,10458,25,0,25,"4,787","18,975",1912,2,C1,0,1/22/2020
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,3032,4,,C1,2412 WEBSTER AVENUE,,10458,8,0,8,"4,336","9,240",1909,2,C1,"1,400,000",1/16/2020
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,3032,54,,C1,4683 PARK AVENUE,,10458,8,0,8,"4,025","9,600",1910,2,C1,"203,650",2/24/2020
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3040,22,,C7,2383 WASHINGTON AVENUE,,10458,24,2,26,"5,050","20,365",1911,2,C7,"3,200,000",11/25/2020
2,BATHGATE,08 RENTALS - ELEVATOR APARTMENTS,2,2897,127,,D1,417-429 CLAREMONT PARKWAY,,10457,46,0,46,"12,598","56,700",2005,2,D1,"5,000,000",10/2/2020
2,BATHGATE,08 RENTALS - ELEVATOR APARTMENTS,2,3050,70,,D1,2277 BATHGATE AVENUE,,10457,89,0,89,"19,749","81,676",2007,2,D1,"4,463,828",1/24/2020
2,BATHGATE,09 COOPS - WALKUP APARTMENTS,2,3045,19,,C6,2068-2078 BATHGATE AVENUE,,10457,,,,,,1911,2,C6,"638,750",11/13/2020
2,BATHGATE,11 SPECIAL CONDO BILLING LOTS,2,2924,1004,,RR,"1880 BATHGATE AVENUE, 4",4,10457,52,0,52,"36,266","41,638",2018,2,RR,0,12/16/2020
2,BATHGATE,11 SPECIAL CONDO BILLING LOTS,2,2924,1005,,RR,"1880 BATHGATE AVENUE, 5",5,10457,137,0,137,"26,266","92,073",2018,2,RR,0,12/16/2020
2,BATHGATE,11 SPECIAL CONDO BILLING LOTS,2,3027,1002,,RR,"4215 PARK AVENUE, AFFOR",AFFOR,10457,129,0,129,0,"101,741",2016,2,RR,10,3/13/2020
2,BATHGATE,14 RENTALS - 4-10 UNIT,2A,3048,50,,S9,4417 3RD AVE,,10457,4,2,6,"2,500","6,000",1931,2,S9,"1,500,000",9/15/2020
2,BATHGATE,22 STORE BUILDINGS,4,3029,12,,K4,20-40 WEBSTER AVENUE,,10457,3,2,5,"4,562","4,925",1931,4,K4,0,7/10/2020
2,BATHGATE,22 STORE BUILDINGS,4,3053,81,,K2,2350 WASHINGTON AVE,,10458,1,1,2,"1,304","2,500",1931,4,K2,0,10/22/2020
2,BATHGATE,29 COMMERCIAL GARAGES,4,2907,9,,G7,4050 PARK AVENUE,,10457,0,0,0,"4,835",0,,4,G7,"100,000",11/24/2020
2,BATHGATE,29 COMMERCIAL GARAGES,4,3032,25,,G7,N/A WEBSTER AVENUE,,10458,0,0,0,"7,539",0,,4,G7,0,5/28/2020
2,BATHGATE,29 COMMERCIAL GARAGES,4,3035,18,,G7,4290 PARK AVE,,10457,0,0,0,"4,100",0,,4,G7,0,10/6/2020
2,BATHGATE,29 COMMERCIAL GARAGES,4,3035,19,,G7,4294 PARK AVE,,10457,0,0,0,"4,645",0,,4,G7,0,10/6/2020
2,BATHGATE,29 COMMERCIAL GARAGES,4,3035,25,,G7,450 EAST 179 STREET,,10457,0,0,0,"2,805",0,,4,G7,0,10/6/2020
2,BATHGATE,29 COMMERCIAL GARAGES,4,3035,26,,G7,452 EAST 179 STREET,,10457,0,0,0,"3,125",0,,4,G7,0,10/6/2020
2,BATHGATE,29 COMMERCIAL GARAGES,4,3041,14,,G7,458 CYRUS PLACE,,10458,0,0,0,"3,750",0,2020,4,G7,0,1/16/2020
2,BATHGATE,30 WAREHOUSES,4,2897,24,,E1,1620 WEBSTER AVENUE,,10457,0,2,2,"93,035","35,490",1967,4,E1,"33,072,265",2/28/2020
2,BATHGATE,30 WAREHOUSES,4,2897,140,,E1,1624 WEBSTER AVENUE,,10457,0,1,1,"53,060","30,870",1950,4,E1,"33,072,265",2/28/2020
2,BATHGATE,30 WAREHOUSES,4,3031,66,,E1,4583 PARK AVENUE,,10458,0,1,1,"5,490","4,984",1912,4,E1,"1,170,000",12/31/2020
2,BATHGATE,30 WAREHOUSES,4,3040,31,,E2,461 EAST 186 STREET,,10458,0,1,1,"5,000","1,500",1995,4,E2,"1,120,000",5/6/2020
2,BATHGATE,31 COMMERCIAL VACANT LAND,4,3030,24,,V1,417 EAST 180 STREET,,10457,0,0,0,"1,769",0,,4,V1,"224,015",1/31/2020
2,BATHGATE,31 COMMERCIAL VACANT LAND,4,3037,33,,V1,N/A EAST 180 STREET,,10457,0,0,0,"1,826",0,,4,V1,0,6/18/2020
2,BATHGATE,37 RELIGIOUS FACILITIES,4,3038,16,,M1,442 EAST 183 STREET,,10458,0,1,1,"4,500","9,000",1931,4,M1,0,4/27/2020
2,BATHGATE,40 SELECTED GOVERNMENTAL FACILITIES,4,2928,30,,Y3,1511 FULTON AVENUE,,10457,0,1,1,"8,335","55,200",1931,4,Y3,10,7/31/2020
2,BATHGATE,41 TAX CLASS 4 - OTHER,4,2928,33,,Z9,549 EAST 171 STREET,,10457,0,1,1,"10,713",440,1989,4,Z9,10,7/31/2020
2,BATHGATE,41 TAX CLASS 4 - OTHER,4,3041,42,,V1,427 EAST 188TH STREET,,10458,0,0,0,"3,872",0,,4,Z9,"2,200,000",7/23/2020
2,BATHGATE,43 CONDO OFFICE BUILDINGS,4,2924,1003,,RB,"1880 BATHGATE AVENUE, UNIT3",UNIT3,10457,0,1,1,0,0,2018,4,RB,0,12/16/2020
2,BATHGATE,44 CONDO PARKING,4,2924,1002,,RG,"1880 BATHGATE AVENUE, UNIT2",UNIT2,10457,0,1,1,0,0,2018,4,RG,0,12/16/2020
2,BATHGATE,46 CONDO STORE BUILDINGS,4,2924,1001,,RK,"4179 3RD AVENUE, UNIT1",UNIT1,10457,0,1,1,0,0,2018,4,RK,0,12/16/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4706,47,,A5,1116 EAST 212 STREET,,10469,1,0,1,"2,250","1,920",1950,1,A5,0,11/12/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4707,62,,A5,1114 EAST 213 STREET,,10469,1,0,1,"1,914","1,386",1950,1,A5,"426,400",7/2/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4707,75,,A5,1146 E 213TH STREET,,10469,1,0,1,"1,786","1,018",1945,1,A5,"474,900",4/20/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4708,24,,A5,1145 EAST 213 STREET,,10469,1,0,1,"2,000","1,140",1945,1,A5,"365,946",7/22/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4708,27,,A5,1137 EAST 213 STREET,,10469,1,0,1,"2,233","1,637",1945,1,A5,"519,000",5/29/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4708,48,,A5,1110 EAST 214TH STREET,,10469,1,0,1,"1,710","1,813",1945,1,A5,"482,000",7/7/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,25,,A5,1135 EAST 214TH STREET,,10469,1,0,1,"1,710","1,732",1945,1,A5,"470,000",2/12/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,31,,A5,1113 EAST 214 STREET,,10469,1,0,1,"1,710","1,890",1945,1,A5,"310,000",10/23/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,50,,A5,1142 EAST 215TH STREET,,10469,1,0,1,"1,710","1,732",1945,1,A5,0,12/8/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4711,100,,A5,1313 HICKS STREET,,10469,1,0,1,"1,710","1,701",1950,1,A5,0,12/15/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4714,12,,A5,1140 EAST 219 STREET,,10469,1,0,1,"1,723","1,998",1950,1,A5,0,1/2/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4723,59,,A1,3480 EASTCHESTER ROAD,,10469,1,0,1,"3,843","1,216",1910,1,A1,"480,000",4/21/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4724,21,,A1,3453 KINGSLAND AVENUE,,10469,1,0,1,"2,283","1,112",1910,1,A1,"440,000",1/6/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4724,149,,A5,3468 MICKLE AVENUE,,10469,1,0,1,"1,879","1,900",1950,1,A5,0,12/21/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,10,,A5,3349 BOUCK AVENUE,,10469,1,0,1,"1,900","1,254",1940,1,A5,0,10/15/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,19,,A5,3349 WILSON AVENUE,,10469,1,0,1,"2,450","1,977",1940,1,A5,"487,500",12/14/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,22,,A5,3343 WILSON AVENUE,,10469,1,0,1,"1,900","1,938",1940,1,A5,"440,000",10/22/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,27,,A5,3333 WILSON AVENUE,,10469,1,0,1,"1,900","1,738",1940,1,A5,"350,000",1/27/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,28,,A5,3331 WILSON AVE,,10469,1,0,1,"1,900","1,738",1940,1,A5,"506,000",4/3/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,45,,A5,3302 BOUCK AVE,,10469,1,0,1,"2,000","2,230",1950,1,A5,"470,000",6/30/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,48,,A5,3310 BOUCK AVENUE,,10469,1,0,1,"2,300","1,681",1940,1,A5,0,4/29/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,55,,A5,3324 BOUCK AVENUE,,10469,1,0,1,"1,900","1,681",1940,1,A5,"430,000",1/27/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,57,,A5,3328 BOUCK AVENUE,,10469,1,0,1,"1,900","1,681",1940,1,A5,"420,000",1/22/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,74,,A5,1278 GIVAN AVENUE,,10469,1,0,1,"1,887","1,280",1955,1,A5,0,6/10/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,81,,A5,1294 GIVAN AVENUE,,10469,1,0,1,"1,739","1,280",1955,1,A5,"474,000",7/24/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,112,,A5,3276 BOUCK AVENUE,,10469,1,0,1,"1,800","1,782",1955,1,A5,"436,000",3/19/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4735,57,,A5,3352 WILSON AVENUE,,10469,1,0,1,"1,900","1,681",1930,1,A5,"548,000",3/23/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4735,83,,S1,3304 WILSON AVENUE,,10469,1,1,2,"2,208","2,430",1930,1,S1,0,3/10/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4736,63,,A5,3354 FISH AVENUE,,10469,1,0,1,"1,775","1,585",1935,1,A5,"435,000",1/24/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4736,143,,A5,3312A FISH AVENUE,,10469,1,0,1,"1,858","1,260",1935,1,A5,0,6/10/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,14,,A5,3233 FISH AVENUE,,10469,1,0,1,"2,500","1,748",1930,1,A5,"559,500",11/24/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,23,,A5,3215 FISH AVENUE,,10469,1,0,1,"2,500","1,742",1930,1,A5,"250,000",5/21/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,47,,A5,3224 WILSON AVENUE,,10469,1,0,1,"2,000","1,400",1940,1,A5,"1,135,173",9/8/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,55,,A5,3242 WILSON AVENUE,,10469,1,0,1,"2,000","2,220",1950,1,A5,"367,000",6/9/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4740,49,,A5,3240 FISH AVENUE,,10469,1,0,1,"2,500","1,736",1935,1,A5,0,11/14/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4741,1,,A5,3250 SEYMOUR AVENUE,,10469,1,0,1,"1,600","1,536",1945,1,A5,0,4/22/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4741,11,,A5,3243 FENTON AVENUE,,10469,1,0,1,"2,050","1,408",1920,1,A5,"490,000",7/31/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4741,25,,A5,3215 FENTON AVENUE,,10469,1,0,1,"2,050","1,328",1920,1,A5,"590,000",10/29/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4741,27,,A5,3211 FENTON AVENUE,,10469,1,0,1,"2,050","1,408",1920,1,A5,"527,000",4/7/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,12,,A5,3243 CORSA AVENUE,,10469,1,0,1,"1,800","1,260",1950,1,A5,"432,000",7/14/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4746,42,,A5,3234 CORSA AVENUE,,10469,1,0,1,"1,800","1,260",1950,1,A5,"462,470",10/1/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4746,55,,A5,3260 CORSA AVENUE,,10469,1,0,1,"1,800","1,260",1950,1,A5,"475,000",10/28/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4747,17,,A5,3247 MICKLE AVENUE,,10469,1,0,1,"1,710","1,260",1955,1,A5,0,10/8/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4747,45,,A1,3216 EASTCHESTER ROAD,,10469,1,0,1,"2,982","1,283",1901,1,A1,"620,000",11/18/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,49,,A5,3320 TIEMANN AVENUE,,10469,1,0,1,"1,710","1,890",1950,1,A5,"375,180",1/24/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,49,,A5,3320 TIEMANN AVENUE,,10469,1,0,1,"1,710","1,890",1950,1,A5,"440,000",6/16/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,53,,A5,3328 TIEMANN AVE,,10469,1,0,1,"2,328","1,890",1950,1,A5,"525,000",6/19/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,66,,A5,3354 TIEMANN AVENUE,,10469,1,0,1,"1,710","1,539",1950,1,A5,"515,000",1/21/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,56,,A2,3332 GUNTHER AVENUE,,10469,1,0,1,"2,090",948,1960,1,A2,"485,000",7/17/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,64,,A2,3350 GUNTHER AVE,,10469,1,0,1,"2,090",948,1960,1,A2,"540,000",1/27/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4760,13,,A1,3129 FENTON,,10469,1,0,1,"5,000","1,602",1935,1,A1,0,1/8/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4760,13,,A1,3129 FENTON AVENUE,,10469,1,0,1,"5,000","1,602",1935,1,A1,"100,000",10/8/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4761,5,,A2,4 FOX TERRACE,,10469,1,0,1,"2,045",623,1930,1,A2,"280,000",12/15/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4762,53,,A1,3043 EASTCHESTER ROAD,,10469,1,0,1,"3,511","2,109",1920,1,A1,"630,000",11/9/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4764,33,,A2,1611 HAMMERSLEY AVENUE,,10469,1,0,1,"2,500","1,956",1920,1,A2,0,12/17/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4773,16,,A5,3039 GUNTHER,,10469,1,0,1,"2,890","1,890",1955,1,A5,"181,945",7/28/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4773,16,,A5,3039 GUNTHER AVE,,10469,1,0,1,"2,890","1,890",1955,1,A5,0,8/27/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4773,19,,A5,3029 GUNTHER AVENUE,,10469,1,0,1,"2,708","1,690",1955,1,A5,"545,000",11/24/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4774,16,,A5,3037 WICKHAM AVENUE,,10469,1,0,1,"1,710","1,690",1950,1,A5,0,11/9/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4774,120,,A5,3027 WICKHAM AVENUE,,10469,1,0,1,"2,660","1,690",1950,1,A5,"377,000",2/11/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4778,46,,A5,3132 GRACE AVENUE,,10469,1,0,1,"2,890","1,890",1960,1,A5,"525,000",4/14/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,3,,A5,3061 GRACE AVENUE,,10469,1,0,1,"2,653","1,362",1960,1,A5,"529,000",5/28/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,21,,A5,3043 EDSON AVENUE,,10469,1,0,1,"1,723","1,116",1955,1,A5,"200,000",1/29/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,21,,A5,3043 EDSON AVENUE,,10469,1,0,1,"1,723","1,116",1955,1,A5,"565,000",8/13/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,45,,A5,3004 GRACE AVENUE,,10469,1,0,1,"1,895","1,280",1955,1,A5,"540,000",11/30/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4784,55,,A5,2944 MICKLE AVENUE,,10469,1,0,1,"1,755","1,116",1960,1,A5,"539,000",2/13/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4784,59,,A5,2952 MICKLE AVE,,10469,1,0,1,"1,755","1,116",1960,1,A5,"515,000",2/20/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4788,27,,A2,2915 GUNTHER AVENUE,,10469,1,0,1,"2,375","1,861",1925,1,A2,0,3/26/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4788,28,,A2,2913 GUNTHER AVENUE,,10469,1,0,1,"3,132",665,1925,1,A2,0,7/24/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4793,48,,A1,2838 GUNTHER AVE,,10469,1,0,1,"4,750","1,844",1925,1,A1,"630,000",7/31/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4795,132,,A5,2802 BRUNER AVENUE,,10469,1,0,1,"1,706","1,732",1965,1,A5,"490,000",5/1/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4882,132,,A5,3386 ELY AVENUE,,10469,1,0,1,"1,615","1,360",1901,1,A5,"415,000",9/18/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4885,26,,A1,3423 GRACE AVENUE,,10469,1,0,1,"4,750","1,339",1930,1,A1,"585,000",6/26/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4885,55,,A1,3404 ELY AVENUE,,10469,1,0,1,"3,555","1,700",1899,1,A1,"360,000",6/30/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,31,,A1,3419 EDSON AVENUE,,10469,1,0,1,"2,375","1,300",1925,1,A1,"529,000",6/30/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4887,35,,A1,3426 EDSON AVENUE,,10469,1,0,1,"2,500","1,440",1925,1,A1,"180,000",1/9/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4887,35,,A1,3426 EDSON AVENUE,,10469,1,0,1,"2,500","1,440",1925,1,A1,"560,000",8/21/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4888,28,,A2,1334 EAST 223 STREET,,10466,1,0,1,"4,322","1,200",1940,1,A2,"365,000",12/30/2020
