BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3041,7,,S2,444 CYRUS PLACE,,10458,2,1,3,"2,467","1,900",1910,1,S2,"412,500",12/9/2020
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3044,165,,B1,2004 BATHGATE AVE,,10457,2,0,2,"1,615","2,340",1998,1,B1,"675,000",6/14/2021
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3045,16,,B3,2060 BATHGATE AVENUE,,10457,2,0,2,"1,429","1,872",1910,1,B3,"600,000",3/12/2021
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3050,79,,B2,2259 BATHGATE AVENUE,,10457,2,0,2,"2,018","1,562",1901,1,B2,0,2/4/2021
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3050,90,,B2,505 E 182 STREET,,10457,2,0,2,"1,960","2,278",1901,1,B2,"734,000",7/13/2021
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,4,,B1,507 E 183RD STREET,,10458,2,0,2,"1,380","2,805",1901,1,B1,0,1/25/2021
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,17,,B2,2301 BATHGATE AVE,,10458,2,0,2,"1,169","1,836",1901,1,B2,"790,000",10/8/2021
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,17,,B2,2301 BATHGATE AVENUE,,10458,2,0,2,"1,169","1,836",1901,1,B2,"404,586",12/31/2020
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3035,53,,C0,459 EAST 178TH ST,,10457,3,0,3,"1,799","3,520",2007,1,C0,"670,000",7/26/2021
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3035,54,,C0,457 EAST 178TH STREET,,10457,3,0,3,"1,800","3,520",2007,1,C0,0,5/10/2021
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3037,67,,C0,460 EAST 182ND STREET,,10457,3,0,3,"2,000","3,744",1899,1,C0,"735,000",4/14/2021
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3039,13,,C0,456 EAST 185 STREET,,10458,3,0,3,"1,650","1,344",1910,1,C0,"690,000",8/30/2021
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3039,61,,C0,2355 WASHINGTON AVENUE,,10458,3,0,3,"1,638","3,240",2007,1,C0,"920,000",1/7/2021
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3040,13,,C0,458 E 187TH STREET,,10458,3,0,3,"1,650","1,776",1910,1,C0,"440,000",6/30/2021
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3041,11,,C0,452 CYRUS PLACE,,10458,3,0,3,"3,742","2,280",1910,1,C0,0,5/3/2021
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3044,33,,C0,1985 BATHGATE AVENUE,,10457,3,0,3,"2,022","2,904",2000,1,C0,"762,000",10/15/2021
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3046,28,,C0,2092 WASHINGTON AVENUE,,10457,3,0,3,"2,362","3,438",2011,1,C0,"920,000",6/10/2021
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3048,2,,C0,2158 BATHGATE AVENUE,,10457,3,0,3,"2,633","1,956",1901,1,C0,0,4/2/2021
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3048,5,,C0,2164 BATHGATE AVENUE,,10457,3,0,3,"2,633","2,524",1901,1,C0,"825,000",4/7/2021
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3050,92,,C0,501 EAST 182ND STREET,,10457,3,0,3,"1,895","2,679",1901,1,C0,0,1/8/2021
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3050,78,,V0,N/A BATHGATE AVENUE,,10457,0,0,0,"2,025",0,,1,V0,0,2/4/2021
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,3031,51,,C1,4619 PARK AVENUE,,10458,8,0,8,"3,798","8,976",1910,2,C1,"638,750",11/13/2020
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3040,22,,C7,2383 WASHINGTON AVENUE,,10458,24,2,26,"5,050","20,365",1911,2,C7,"3,200,000",11/25/2020
2,BATHGATE,08 RENTALS - ELEVATOR APARTMENTS,2,3040,3,,D1,4648 PARK AVENUE,,10458,70,0,70,"20,000","80,658",2004,2,D1,"18,418",2/3/2021
2,BATHGATE,09 COOPS - WALKUP APARTMENTS,2,3045,19,,C6,2068-2078 BATHGATE AVENUE,,10457,,,,,,1911,2,C6,"638,750",11/13/2020
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3044,40,,D4,"495 EAST 178TH STREET, 1B",,10457,,,,,,1941,2,D4,0,8/11/2021
2,BATHGATE,11 SPECIAL CONDO BILLING LOTS,2,2924,1004,,RR,"1880 BATHGATE AVENUE, 4",4,10457,52,0,52,"36,266","41,638",2018,2,RR,0,12/16/2020
2,BATHGATE,11 SPECIAL CONDO BILLING LOTS,2,2924,1005,,RR,"1880 BATHGATE AVENUE, 5",5,10457,137,0,137,"26,266","92,073",2018,2,RR,0,12/16/2020
2,BATHGATE,22 STORE BUILDINGS,4,2900,58,,K4,1872 WEBSTER AVENUE,,10457,0,1,1,"2,300","3,542",1925,4,K4,"1,100,000",8/6/2021
2,BATHGATE,26 OTHER HOTELS,4,3051,31,,H6,548 EAST 183 STREET,,10458,32,3,35,"5,452","22,345",1912,4,H6,"6,140,000",6/24/2021
2,BATHGATE,27 FACTORIES,4,3034,18,,F5,4242 PARK AVENUE,,10457,0,1,1,"4,050","4,000",1925,4,F5,"850,000",5/20/2021
2,BATHGATE,29 COMMERCIAL GARAGES,4,2907,9,,G7,4050 PARK AVENUE,,10457,0,0,0,"4,835",0,,4,G7,"100,000",11/24/2020
2,BATHGATE,29 COMMERCIAL GARAGES,4,3040,31,,G7,461 E. 186TH ST,,10458,0,0,0,"5,000",0,1995,4,G7,0,3/24/2021
2,BATHGATE,30 WAREHOUSES,4,3031,66,,E1,4583 PARK AVENUE,,10458,0,1,1,"5,490","4,984",1912,4,E1,"1,170,000",12/31/2020
2,BATHGATE,30 WAREHOUSES,4,3034,12,,E1,4228 PARK AVENUE,,10457,0,1,1,"8,775","5,980",1925,4,E1,"4,200,000",6/30/2021
2,BATHGATE,30 WAREHOUSES,4,3034,15,,E1,4234 PARK AVENUE,,10457,0,1,1,"8,100","7,500",1931,4,E1,"4,200,000",6/30/2021
2,BATHGATE,31 COMMERCIAL VACANT LAND,4,3051,26,,V1,536 EAST 183 STREET,,10458,0,0,0,"3,807",0,,4,V1,"825,000",6/21/2021
2,BATHGATE,41 TAX CLASS 4 - OTHER,4,3037,10,,Z9,4400 PARK AVENUE,,10457,0,0,0,"2,275",0,,4,Z9,"150,000",1/8/2021
2,BATHGATE,43 CONDO OFFICE BUILDINGS,4,2924,1003,,RB,"1880 BATHGATE AVENUE, UNIT3",UNIT3,10457,,1,1,,,2018,4,RB,0,12/16/2020
2,BATHGATE,44 CONDO PARKING,4,2924,1002,,RG,"1880 BATHGATE AVENUE, UNIT2",UNIT2,10457,,1,1,,,2018,4,RG,0,12/16/2020
2,BATHGATE,46 CONDO STORE BUILDINGS,4,2924,1001,,RK,"4179 3RD AVENUE, UNIT1",UNIT1,10457,,1,1,,,2018,4,RK,0,12/16/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4706,46,,A5,1114 EAST 212 STREET,,10469,1,0,1,"2,250","1,920",1950,1,A5,"386,000",3/17/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4706,47,,A5,1116 EAST 212 STREET,,10469,1,0,1,"2,250","1,920",1950,1,A5,0,11/12/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4708,24,,A5,1145 E 213TH ST,,10469,1,0,1,"2,000","1,140",1945,1,A5,"570,000",8/27/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4708,24,,A5,1145 EAST 213 STREET,,10469,1,0,1,"2,000","1,140",1945,1,A5,"338,000",3/19/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4708,47,,A5,1108 EAST 214TH STREET,,10469,1,0,1,"1,710","1,813",1945,1,A5,0,3/15/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,31,,A5,1113 EAST 214TH STREET,,10469,1,0,1,"1,710","1,890",1945,1,A5,"561,500",6/18/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,50,,A5,1142 EAST 215TH STREET,,10469,1,0,1,"1,710","1,732",1945,1,A5,0,12/8/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,126,,A5,1131 EAST 214TH STREET,,10469,1,0,1,"1,710","1,890",1945,1,A5,"500,000",3/1/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4711,100,,A5,1313 HICKS STREET,,10469,1,0,1,"1,710","1,701",1950,1,A5,0,12/15/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4714,32,,A1,1409 OAKLEY STREET,,10469,1,0,1,"2,375","1,395",1935,1,A1,"540,000",7/20/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,50,,A9,3828 LACONIA AVENUE,,10469,1,0,1,"1,752","1,690",1950,1,A9,"505,000",4/30/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,63,,A5,1122 EAST 221ST STREET,,10469,1,0,1,"1,746","1,690",1950,1,A5,"530,000",6/25/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,69,,A9,1134 EAST 221ST STREET,,10469,1,0,1,"1,956","1,690",1950,1,A9,"525,000",10/13/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4724,149,,A5,3468 MICKLE AVENUE,,10469,1,0,1,"1,879","1,900",1950,1,A5,0,12/21/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4725,44,,A5,1455 HICKS STREET,,10469,1,0,1,"1,710","1,690",1945,1,A5,"25,000",2/12/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4729,10,,A1,1278 EAST 222 STREET,,10469,1,0,1,"3,189","1,408",1901,1,A1,"265,000",8/20/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,20,,A5,3329 BOUCK AVENUE,,10469,1,0,1,"1,900","1,254",1940,1,A5,"499,000",7/2/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,19,,A5,3349 WILSON AVENUE,,10469,1,0,1,"2,450","1,977",1940,1,A5,"487,500",12/14/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,23,,A5,3341 WILSON AVENUE,,10469,1,0,1,"1,900","1,738",1940,1,A5,"478,950",4/15/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,50,,A5,3314 BOUCK AVENUE,,10469,1,0,1,"1,900","1,567",1940,1,A5,"297,500",3/11/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,55,,A5,3324 BOUCK AVENUE,,10469,1,0,1,"1,900","1,681",1940,1,A5,0,4/19/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,78,,A5,1288 GIVAN AVENUE,,10469,1,0,1,"1,908","1,408",1955,1,A5,"433,000",8/5/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,112,,A5,3276 BOUCK AVENUE,,10469,1,0,1,"1,800","1,782",1955,1,A5,"547,000",7/9/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4736,41,,A5,3306 FISH AVENUE,,10469,1,0,1,"1,900","1,795",1935,1,A5,"525,000",1/25/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4737,31,,A5,3319 FENTON AVENUE,,10469,1,0,1,"2,388","2,267",1945,1,A5,0,4/6/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,14,,A5,3233 FISH AVENUE,,10469,1,0,1,"2,500","1,748",1930,1,A5,"559,500",11/24/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,16,,A5,3229 FISH AVENUE,,10469,1,0,1,"2,500","1,742",1930,1,A5,0,1/29/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,24,,A5,3211 FISH AVENUE,,10469,1,0,1,"3,000","1,742",1930,1,A5,"585,000",7/30/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4740,49,,A5,3240 FISH AVENUE,,10469,1,0,1,"2,500","1,736",1935,1,A5,0,11/14/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,14,,A5,3239 CORSA AVENUE,,10469,1,0,1,"2,300","1,260",1950,1,A5,"548,500",10/13/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4743,54,,A5,3348 CORSA AVE,,10469,1,0,1,"2,300","2,568",1950,1,A5,0,3/24/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4745,14,,A5,3333 KINGSLAND AVENUE,,10469,1,0,1,"1,710","1,863",1950,1,A5,0,1/25/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4745,30,,A1,1611 GIVAN AVENUE,,10469,1,0,1,"2,701","1,096",1910,1,A1,0,1/29/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4746,37,,A5,3224 CORSA AVENUE,,10469,1,0,1,"1,800","1,260",1950,1,A5,0,4/1/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4746,44,,A5,3238 CORSA AVENUE,,10469,1,0,1,"2,350","1,690",1955,1,A5,"499,000",4/5/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4747,2,,A5,1504 GIVAN AVENUE,,10469,1,0,1,"1,782","1,926",1955,1,A5,0,8/26/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4747,3,,A5,1508 GIVAN AVENUE,,10469,1,0,1,"1,800","1,690",1955,1,A5,10,3/13/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4747,45,,A1,3216 EASTCHESTER ROAD,,10469,1,0,1,"2,982","1,283",1901,1,A1,"620,000",11/18/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4748,55,,A5,3236 MICKLE AVENUE,,10469,1,0,1,"2,161","1,687",1965,1,A5,"525,000",1/22/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4749,13,,A5,3349 TIEMANN AVENUE,,10469,1,0,1,"1,710","1,714",1955,1,A5,"455,000",1/6/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,9,,A5,3357 GUNTHER AVENUE,,10469,1,0,1,"1,710","1,539",1950,1,A5,"410,000",8/19/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,44,,A5,3310 TIEMANN AVENUE,,10469,1,0,1,"1,710","1,539",1950,1,A5,"522,900",1/14/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4760,13,,A1,3129 FENTON AVENUE,,10469,1,0,1,"5,000","1,602",1935,1,A1,0,5/21/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4761,5,,A2,4 FOX TERRACE,,10469,1,0,1,"2,045",623,1930,1,A2,"280,000",12/15/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4762,53,,A1,3043 EASTCHESTER ROAD,,10469,1,0,1,"3,511","2,109",1920,1,A1,"630,000",11/9/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4764,33,,A2,1611 HAMMERSLEY AVENUE,,10469,1,0,1,"2,500","1,956",1920,1,A2,0,12/17/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4766,14,,A1,3035 MICKLE AVENUE,,10469,1,0,1,"3,127","1,120",1935,1,A1,0,6/7/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4767,18,,A1,3025 KINGSLAND AVENUE,,10469,1,0,1,"4,750","4,374",1920,1,A1,"715,000",4/1/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4768,41,,A2,1657 ADEE AVENUE,,10469,1,0,1,"2,502","1,796",1915,1,A2,0,3/29/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4769,44,,A5,3124 TIEMANN AVENUE,,10469,1,0,1,"1,710","1,080",1960,1,A5,0,9/8/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4769,143,,A5,3122 TIEMANN AVENUE,,10469,1,0,1,"1,710","1,080",1960,1,A5,"244,500",8/27/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4773,19,,A5,3029 GUNTHER AVENUE,,10469,1,0,1,"2,708","1,690",1955,1,A5,"545,000",11/24/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4774,3,,A2,1754 HAMMERSLEY AVENUE,,10469,1,0,1,"3,745",960,1920,1,A2,"420,000",4/9/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4774,5,,A1,1758 HAMMERSLEY AVENUE,,10469,1,0,1,"3,745","1,768",1964,1,A1,"520,000",2/19/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4774,16,,A5,3037 WICKHAM AVENUE,,10469,1,0,1,"1,710","1,690",1950,1,A5,0,11/9/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,10,,A5,3043 GRACE AVENUE,,10469,1,0,1,"2,653","1,260",1960,1,A5,0,1/13/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,23,,A5,3039 EDSON AVENUE,,10469,1,0,1,"1,723","1,674",1955,1,A5,"510,000",2/5/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,38,,A5,3009 EDSON AVENUE,,10469,1,0,1,"1,692","1,674",1955,1,A5,"520,000",6/15/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,45,,A5,3004 GRACE AVENUE,,10469,1,0,1,"1,895","1,280",1955,1,A5,"540,000",11/30/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,54,,A5,3022 GRACE AVENUE,,10469,1,0,1,"2,487","1,920",1955,1,A5,"590,000",7/15/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4783,45,,A5,2921 MICKLE AVENUE,,10469,1,0,1,"2,180","2,020",1950,1,A5,"575,000",7/6/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4788,28,,A2,2913 GUNTHER AVENUE,,10469,1,0,1,"3,132",665,1925,1,A2,0,4/7/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4790,13,,A1,2949 BRUNER AVENUE,,10469,1,0,1,"2,375","1,582",1910,1,A1,"520,000",6/28/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4790,33,,A2,1801 ARNOW AVENUE,,10469,1,0,1,"2,002",855,1910,1,A2,0,2/16/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4793,10,,A2,2849 WICKHAM AVENUE,,10469,1,0,1,"4,750","2,000",1915,1,A2,0,5/7/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4804,49,,A1,2738 WICKHAM,,10469,1,0,1,"2,375","1,332",1925,1,A1,10,6/4/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4885,55,,A1,3404 ELY AVENUE,,10469,1,0,1,"3,555","1,700",1899,1,A1,"925,000",3/16/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,54,,A2,3426 GRACE AVENUE,,10469,1,0,1,"2,375",703,1930,1,A2,0,3/11/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4888,23,,A5,1314 EAST 223 STREET,,10466,1,0,1,"1,600",960,1950,1,A5,0,2/11/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4888,28,,A2,1334 EAST 223 STREET,,10466,1,0,1,"4,322","1,200",1940,1,A2,"365,000",12/30/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4898,42,,A5,1804 SCHIEFFELIN AVENUE,,10466,1,0,1,"1,800","1,534",1955,1,A5,"595,000",9/22/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4898,55,,A1,1224 EAST 224 STREET,,10466,1,0,1,"5,000","1,440",1910,1,A1,"595,000",4/21/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4898,145,,A5,1814 SCHIEFELIN AVENUE,,10466,1,0,1,"1,800","1,674",1955,1,A5,"474,500",8/30/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4899,141,,A5,1201 EAST 224 STREET,,10466,1,0,1,"2,095","1,116",1950,1,A5,"530,000",10/1/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4902,4,,A5,1183 EAST 223RD STREET,,10466,1,0,1,"2,025","1,280",1950,1,A5,10,3/29/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4902,47,,A2,1140 E 224TH STREET,,10466,1,0,1,"2,500","1,131",1925,1,A2,"450,000",12/23/2020
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4903,14,,A5,1161 EAST 224 STREET,,10466,1,0,1,"1,800","1,485",1950,1,A5,10,9/27/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4918,18,,A1,3522 BAYCHESTER AVENUE,,10466,1,0,1,"4,000","1,248",1920,1,A1,0,3/9/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4918,27,,A2,3538 BAYCHESTER AVENUE,,10466,1,0,1,"2,900","1,300",1920,1,A2,0,3/19/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4934,19,,A5,1159 GRENADA,,10466,1,0,1,"1,980","1,582",1940,1,A5,"505,000",7/19/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4934,62,,A5,1171 GRENADA PLACE,,10466,1,0,1,"1,494","1,188",1941,1,A5,"530,000",4/13/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4940,48,,A5,3846 AMUNDSON AVENUE,,10466,1,0,1,"1,913","1,392",1963,1,A5,"500,000",2/25/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4943,56,,A1,3691 SECOR AVENUE,,10466,1,0,1,"2,856","1,248",1925,1,A1,0,10/22/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4946,20,,A1,3715 SECOR AVENUE,,10466,1,0,1,"2,850","1,120",1930,1,A1,"460,000",3/16/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4946,46,,A1,3818 HARPER AVENUE,,10466,1,0,1,"2,850","1,116",1930,1,A1,"475,000",5/18/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4950,67,,A1,3708 DYRE AVENUE,,10466,1,0,1,"2,824","2,032",1910,1,A1,0,3/23/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4950,67,,A1,3708 DYRE AVENUE,,10466,1,0,1,"2,824","2,032",1910,1,A1,"610,000",1/29/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4950,77,,A5,3728 DYRE AVENUE,,10466,1,0,1,"1,800","1,452",1925,1,A5,"339,470",6/10/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4952,56,,A1,3623 PROVOST AVENUE,,10466,1,0,1,"3,570","1,910",1925,1,A1,"300,000",3/4/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4959,26,,A2,3956 HILL AVENUE,,10466,1,0,1,"4,750","1,771",1953,1,A2,"464,000",2/8/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4959,55,,A5,3943 MONTICELLO AVENUE,,10466,1,0,1,"1,710","1,852",1958,1,A5,"455,000",6/10/2021
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4960,70,,A5,3931 SETON AVE,,10466,1,0,1,"2,500","1,782",1957,1,A5,"520,000",7/12/2021
