BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,"RESIDENTIAL
UNITS","COMMERCIAL
UNITS","TOTAL 
UNITS","LAND 
SQUARE FEET","GROSS 
SQUARE FEET",YEAR BUILT,TAX CLASS AT TIME OF SALE,"BUILDING CLASS
AT TIME OF SALE",SALE PRICE,SALE DATE
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6227,10,,A2,117 JEFFERSON BOULEVARD,,10312,1,0,1,"5,000","1,096",1965,1,A2,0,1/24/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6235,25,,A1,219 SHELDON AVENUE,,10312,1,0,1,"8,000","1,375",1945,1,A1,"237,000",3/18/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6236,37,,A1,154 STAFFORD AVENUE,,10312,1,0,1,"4,000","1,966",1935,1,A1,"797,000",7/1/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6236,64,,A1,137 SINCLAIR AVENUE,,10312,1,0,1,"8,000","2,960",1975,1,A1,"865,000",6/15/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6237,19,,A1,220 VINELAND AVENUE,,10312,1,0,1,"4,000","2,368",2000,1,A1,"835,000",9/17/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6237,47,,A2,496 ARDEN AVENUE,,10312,1,0,1,"6,000",924,1940,1,A2,"480,000",6/29/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6238,35,,A1,214 CROWN AVENUE,,10312,1,0,1,"8,000","2,870",1975,1,A1,"929,000",9/16/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6238,41,,A1,460 ARDEN AVENUE,,10312,1,0,1,"6,400","2,232",1975,1,A1,0,1/23/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6239,7,,A1,473 JEFFERSON BLVD,,10312,1,0,1,"7,200","1,758",1930,1,A1,0,6/4/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6240,49,,A1,4905 AMBOY ROAD,,10312,1,0,1,"6,850","1,300",1940,1,A1,"550,000",10/9/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,1,,A2,4969 AMBOY ROAD,,10312,1,0,1,"7,695","1,040",1960,1,A2,"750,000",8/27/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,166,,A1,62 HILLIS STREET,,10312,1,0,1,"4,700","2,560",1970,1,A1,"270,000",9/11/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,177,,A2,59 PINE TERRACE,,10312,1,0,1,"6,000","1,346",1960,1,A2,"635,000",2/6/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,235,,A2,14 PINE TERRACE,,10312,1,0,1,"4,500","1,008",1960,1,A2,0,12/16/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6247,60,,A1,6 POILLON AVENUE,,10312,1,0,1,"12,100","2,280",1978,1,A1,"1,400,000",12/7/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,30,,A1,1048 ANNADALE ROAD,,10312,1,0,1,"6,410","1,200",1950,1,A1,0,9/14/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,145,,A1,22 ELY AVENUE,,10312,1,0,1,"5,203","2,400",1965,1,A1,"700,000",8/27/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,150,,A5,11 ELY AVENUE,,10312,1,0,1,"4,110","1,440",1965,1,A5,"519,000",9/15/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,153,,A1,19 ELY AVENUE,,10312,1,0,1,"5,040","1,768",1965,1,A1,"706,000",9/25/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,217,,A1,994 ANNADALE ROAD,,10312,1,0,1,"3,680","1,608",2012,1,A1,"800,000",11/19/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,239,,A2,116 NORTH PINE TERRACE,,10312,1,0,1,"4,000","2,008",1965,1,A2,0,12/10/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,400,,A2,944 ANNADALE ROAD,,10312,1,0,1,"7,500","1,296",1945,1,A2,"624,000",11/23/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6251,4,,A1,221 ALBEE AVENUE,,10312,1,0,1,"7,000","1,480",1945,1,A1,"750,000",12/21/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6252,19,,A2,26 BUFFINGTON AVENUE,,10312,1,0,1,"4,000","1,492",1950,1,A2,0,9/27/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6252,35,,A1,126 SOUTH RAILROAD ST,,10312,1,0,1,"5,110","2,400",1992,1,A1,"710,000",1/16/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6253,1,,A2,37 BUFFINGTON AVENUE,,10312,1,0,1,"5,300","2,600",1983,1,A2,"780,000",12/21/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6261,67,,A2,253 EDGEGROVE AVENUE,,10312,1,0,1,"4,000","1,260",1925,1,A2,"430,000",1/10/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6269,56,,A1,257 STAFFORD AVENUE,,10312,1,0,1,"10,900","2,065",1980,1,A1,0,1/22/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6271,32,,A1,19 CANTON AVENUE,,10312,1,0,1,"4,000","1,858",1955,1,A1,"790,000",10/5/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6278,22,,A1,315 EDGEGROVE AVENUE,,10312,1,0,1,"4,000","1,900",1975,1,A1,0,2/18/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6278,58,,A2,346 IONIA AVENUE,,10312,1,0,1,"4,000","1,170",1960,1,A2,"640,000",12/4/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6281,35,,A1,381 EDGEGROVE AVENUE,,10312,1,0,1,"6,300","2,346",1976,1,A1,0,8/26/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6303,59,,A1,453 SINCLAIR AVENUE,,10312,1,0,1,"4,400","1,568",1980,1,A1,0,11/4/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6305,119,,A3,385 VINELAND AVENUE,,10312,1,0,1,"10,000","3,952",1986,1,A3,"1,075,000",9/2/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,32,,A1,153 DOWNES AVENUE,,10312,1,0,1,"4,000","2,250",1965,1,A1,0,3/18/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,67,,A2,70 BUFFINGTON AVENUE,,10312,1,0,1,"4,000","1,125",1965,1,A2,"615,000",11/30/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6321,4,,A2,23 ALVINE AVENUE,,10312,1,0,1,"4,400",988,1935,1,A2,"580,000",10/8/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6321,5,,A1,19 ALVINE AVENUE,,10312,1,0,1,"4,778","3,570",1935,1,A1,"920,000",11/18/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6323,3,,A1,270 ALBEE AVENUE,,10312,1,0,1,"4,000","2,088",1975,1,A1,"750,000",10/27/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6352,52,,A3,80 BAYVIEW TERRACE,,10312,1,0,1,"6,005","7,580",1988,1,A3,0,3/21/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,145,,A1,315 KINGHORN STREET,,10312,1,0,1,"10,700","4,080",1985,1,A1,"1,375,000",3/3/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6365,1,,A1,547 BARCLAY AVE,,10312,1,0,1,"8,000","2,467",1980,1,A1,"930,000",12/15/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6365,7,,A3,248 NOEL STREET,,10312,1,0,1,"7,600","3,610",1980,1,A3,0,12/9/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,29,,A3,282 HAROLD AVENUE,,10312,1,0,1,"5,908","2,790",2019,1,A3,"1,527,375",9/22/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,39,,A3,296 HAROLD AVENUE,,10312,1,0,1,"5,899","2,790",2019,1,A3,"1,517,193",5/15/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,5,,A1,463 BARCLAY AVENUE,,10312,1,0,1,"6,000","2,500",1970,1,A1,"750,000",1/6/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6372,44,,A1,105 JANSEN STREET,,10312,1,0,1,"9,776","2,458",1970,1,A1,"638,000",4/6/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6377,61,,A1,131 SANDBORN STRET,,10312,1,0,1,"7,000","2,156",1980,1,A1,0,8/12/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,1,,A1,161 EYLANDT STREET,,10312,1,0,1,"6,100","2,370",1970,1,A1,0,12/8/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,6,,A1,158 TALLMAN STREET,,10312,1,0,1,"6,600","1,924",1975,1,A1,"490,000",5/15/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,49,,A3,111 EYLANDT STREET,,10312,1,0,1,"12,000","2,820",1988,1,A3,"1,050,000",10/15/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6382,1,,A1,347 BARCLAY AVENUE,,10312,1,0,1,"4,280","1,904",1987,1,A1,0,10/21/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6382,3,,A1,343 BARCLAY AVENUE,,10312,1,0,1,"4,137","2,500",1995,1,A1,"725,000",5/27/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6382,48,,A1,101 TALLMAN STREET,,10312,1,0,1,"8,000","2,340",1980,1,A1,0,9/17/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6401,31,,A1,15 ALLEN PLACE,,10312,1,0,1,"8,000","2,560",1950,1,A1,0,6/11/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,1,,A1,226 TALLMAN STREET,,10312,1,0,1,"8,000","4,500",1980,1,A1,"970,000",7/15/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,57,,A1,256 TALLMAN STREET,,10312,1,0,1,"8,000","3,389",1980,1,A1,0,1/6/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6424,26,,A1,256 BARCLAY AVENUE,,10312,1,0,1,"6,000","2,436",1975,1,A1,"850,000",11/25/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6469,78,,A0,48 POILLON AVENUE,,10312,1,0,1,"20,520","1,200",1959,1,A0,"900,000",6/18/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,75,,A3,15 NICOLOSI LOOP,,10312,1,0,1,"12,264","7,650",1988,1,A3,"1,700,000",9/3/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5406,39,,B2,119 ELMBANK STREET,,10312,2,0,2,"5,000","2,392",1980,1,B2,"850,000",11/13/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5407,27,,B2,165 BATHGATE STREET,,10312,2,0,2,"5,000","2,887",2018,1,B2,"1,120,074",6/30/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5407,29,,B2,169 BATHGATE STREET,,10312,2,0,2,"5,000","2,887",2018,1,B2,"1,120,075",11/17/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5408,16,,B9,170 BATHGATE STREET,,10312,2,0,2,"7,600","1,492",1995,1,B9,"710,000",8/27/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5408,45,,B9,441 HAROLD AVENUE,,10312,2,0,2,"3,555","2,496",1997,1,B9,0,4/15/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,85,,B9,15 SEGUINE PLACE,,10312,2,0,2,"3,250","1,804",1986,1,B9,0,9/27/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,97,,B9,51 SEGUINE PLACE,,10312,2,0,2,"3,250","1,804",1986,1,B9,"600,000",8/24/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,78,,B9,173 MOSELY AVENUE,,10312,2,0,2,"3,250","2,008",1986,1,B9,0,11/9/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,16,,B2,68 JEANNETTE AVENUE,,10312,2,0,2,"4,000","1,600",2007,1,B2,"930,000",8/28/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,18,,B2,70 JEANNETTE AVENUE,,10312,2,0,2,"4,000","1,600",2007,1,B2,"990,000",12/1/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,34,,B9,41 LUCY LOOP,,10312,2,0,2,"5,070","1,500",2000,1,B9,0,4/28/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,160,,B2,103 JEANETTE AVENUE,,10312,2,0,2,"4,300","2,500",2000,1,B2,0,9/2/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6214,3,,B2,159 FABIAN STREET,,10312,2,0,2,"8,000","2,330",1960,1,B2,0,7/30/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6214,41,,B2,62 EAGAN AVENUE,,10312,2,0,2,"7,500","3,528",1990,1,B2,0,6/5/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6214,49,,B2,78 EAGAN AVENUE,,10312,2,0,2,"5,000","3,967",2019,1,B2,"997,885",11/23/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6215,9,,B2,169 BARCLAY AVENUE,,10312,2,0,2,"4,000","2,090",2012,1,B2,"900,000",2/21/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6221,18,,B3,1020 ARDEN AVENUE,,10312,2,0,2,"5,670","2,528",1955,1,B3,"935,000",2/13/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,45,,B2,134 DETROIT AVENUE,,10312,2,0,2,"3,667","2,982",2017,1,B2,"900,000",8/27/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,47,,B2,792 ARDEN AVENUE,,10312,2,0,2,"5,850","2,800",2004,1,B2,"1,085,000",7/24/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6228,21,,B2,N/A EDGEGROVE AVENUE,,10312,2,0,2,"3,903","2,323",2019,1,B2,"935,000",10/20/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6229,24,,B2,161 EDGEGROVE AVENUE,,10312,2,0,2,"4,000","2,479",2019,1,B2,0,5/15/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6232,15,,B2,174 RATHBUN AVENUE,,10312,2,0,2,"4,000","1,807",1965,1,B2,0,1/8/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6234,70,,B2,211 RENSSELAER AVENUE,,10312,2,0,2,"4,000","2,500",1997,1,B2,"820,000",3/9/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6238,48,,B9,177 VINELAND AVE,,10312,2,0,2,"2,900","1,400",2000,1,B9,0,1/21/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6239,38,,B2,642 WOODROW ROAD,,10312,2,0,2,"7,500","2,156",1978,1,B2,"797,500",11/9/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6246,63,,B2,5041 AMBOY ROAD,,10312,2,0,2,"9,306","2,700",1992,1,B2,0,1/21/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,17,,B2,5119 AMBOY ROAD,,10312,2,0,2,"7,712","2,667",1925,1,B2,"885,000",7/21/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,627,,B2,52 BENNETT AVENUE,,10312,2,0,2,"5,205","3,122",2019,1,B2,"975,000",5/29/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,642,,B2,31 TENAFLY PLACE,,10312,2,0,2,"4,583","2,454",2007,1,B2,"1,189,000",10/13/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,649,,B2,41 TENAFLY PLACE,,10312,2,0,2,"3,936","2,726",2019,1,B2,"941,881",1/24/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6250,8,,B2,241 ALBEE AVE,,10312,2,0,2,"4,040","1,952",1970,1,B2,"400,000",2/4/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6250,8,,B2,241 ALBEE AVENUE,,10312,2,0,2,"4,040","1,952",1970,1,B2,"550,000",5/4/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6250,100,,B2,77 TENAFLY PLACE,,10312,2,0,2,"4,275","2,235",2014,1,B2,0,12/18/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6253,7,,B2,29 BUFFINGTON AVENUE,,10312,2,0,2,"4,000","2,926",1984,1,B2,0,12/8/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6254,133,,B2,141 SOUTH RAILROAD ST,,10312,2,0,2,"3,600","2,496",2003,1,B2,"650,000",1/30/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6264,13,,B2,246 RATHBUN AVENUE,,10312,2,0,2,"5,960","2,200",1986,1,B2,0,6/2/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6267,19,,B2,208 SINCLAIR AVENUE,,10312,2,0,2,"4,000","2,156",1992,1,B2,0,2/18/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6270,3,,B1,338 CROWN AVENUE,,10312,2,0,2,"4,000","1,704",1975,1,B1,"840,000",9/29/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6270,17,,B2,314 CROWN AVENUE,,10312,2,0,2,"4,000","2,168",1975,1,B2,"337,500",4/29/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6273,1,,B2,766 WOODROW ROAD,,10312,2,0,2,"10,143","2,368",1983,1,B2,0,7/1/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6277,33,,B2,337 DETROIT AVENUE,,10312,2,0,2,"6,000","2,782",1975,1,B2,"865,000",2/28/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6279,145,,B2,208 NORTH RAILROAD ST,,10312,2,0,2,"4,000","2,032",1975,1,B2,0,9/17/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6280,16,,B2,404 EDGEGROVE AVENUE,,10312,2,0,2,"5,960","1,984",1975,1,B2,0,8/3/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6280,50,,B2,197 NORTH RAILROAD ST,,10312,2,0,2,"4,270","2,294",2012,1,B2,"1,060,000",3/30/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6296,8,,B1,482 IONIA AVENUE,,10312,2,0,2,"7,000","1,904",1970,1,B1,0,7/20/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6299,73,,B2,450 RATHBUN AVE,,10312,2,0,2,"6,000","2,880",1986,1,B2,0,9/27/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6302,71,,B2,470 SINCLAIR AVENUE,,10312,2,0,2,"4,800","2,280",1985,1,B2,"855,000",10/29/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6303,71,,B2,135 DELMAR AVENUE,,10312,2,0,2,"6,000","2,493",1980,1,B2,"819,000",11/19/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6305,129,,B1,405 VINELAND AVENUE,,10312,2,0,2,"10,000","3,888",1986,1,B1,"1,222,500",10/1/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6321,130,,B2,51 ALVINE AVENUE,,10312,2,0,2,"11,400","3,420",1986,1,B2,0,8/20/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6354,6,,B2,4816 HYLAN BLVD,,10312,2,0,2,"6,000","2,980",1993,1,B2,0,1/23/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6357,11,,B2,411 HOLDRIDGE AVENUE,,10312,2,0,2,"7,000","4,488",1986,1,B2,0,4/10/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6359,22,,B2,25 RYAN PLACE,,10312,2,0,2,"6,000","3,248",1984,1,B2,0,11/6/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6406,9,,B2,65 TYNDALE STREET,,10312,2,0,2,"6,155","2,820",1987,1,B2,"915,000",6/8/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6423,6,,B2,194 EDWIN STREET,,10312,2,0,2,"4,000","2,524",1975,1,B2,0,4/15/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6424,23,,B3,250 BARCLAY AVENUE,,10312,2,0,2,"6,000","2,500",1975,1,B3,"800,000",6/24/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6428,1,,B2,4970 AMBOY ROAD,,10312,2,0,2,"4,200","2,366",1975,1,B2,"715,000",2/20/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6455,36,,B2,219 KENWOOD AVENUE,,10312,2,0,2,"5,664","3,076",1996,1,B2,0,12/21/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6469,43,,B2,15 COTTONTAIL COURT,,10312,2,0,2,"12,918","4,200",2000,1,B2,"1,300,000",4/20/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6469,90,,B3,70 POILLON AVENUE,,10312,2,0,2,"15,000","4,420",1970,1,B3,"1,100,000",11/6/2020
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6302,53,,V0,N/A SHELDON AVENUE,,10312,0,0,0,"4,000",0,,1,V0,0,11/15/2020
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6302,55,,V0,N/A SHELDON AVENUE,,10312,0,0,0,"2,000",0,,1,V0,0,11/15/2020
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6302,55,,V0,N/A SHELDON AVENUE,,10312,0,0,0,"2,000",0,,1,V0,"70,850",8/3/2020
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6302,56,,V0,N/A SHELDON AVENUE,,10312,0,0,0,"2,000",0,,1,V0,0,11/15/2020
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6302,56,,V0,N/A SHELDON AVENUE,,10312,0,0,0,"2,000",0,,1,V0,"70,850",8/3/2020
