"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
",TAX CLASS AS OF FINAL ROLL 18/19,"BLOCK
","LOT
","EASE-MENT
",BUILDING CLASS AS OF FINAL ROLL 18/19,"ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3048,28,,A1, 540 EAST 182 STREET ,,10457,1,0,1,"1,209","1,048",1901,1, A1 ,375000,6/19/2018
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3050,91,,A9, 503 EAST 182ND STREET ,,10457,1,0,1,"1,960","1,705",1901,1, A9 ,375000,8/22/2018
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3053,62,,S1, 2308 WASHINGTON AVENUE ,,10458,1,1,2,785,"1,540",1931,1, S1 ,350000,11/6/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2898,13,,S2, 1720 WEBSTER AVENUE ,,10457,2,1,3,"3,048","2,970",1931,1, S2 ,600000,3/20/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2912,118,,B1, 1540 WASHINGTON AVENUE ,,10457,2,0,2,"2,000","2,400",1993,1, B1 ,0,3/26/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2912,129,,B1, 480 CLAREMONT PARKWAY ,,10457,2,0,2,"2,000","2,400",1993,1, B1 ,515000,1/19/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2912,155,,B1, 511 EAST 171 STREET ,,10457,2,0,2,"2,000","2,400",1993,1, B1 ,470000,9/28/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2927,125,,B1, 1477 CROTONA PLACE ,,10456,2,0,2,"1,900","2,394",1994,1, B1 ,0,11/30/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2927,127,,B1, 1473 CROTONA PLACE ,,10456,2,0,2,"1,900","2,394",1994,1, B1 ,540000,5/30/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2929,119,,B1, 3864 3 AVENUE ,,10457,2,0,2,"2,432","2,394",1995,1, B1 ,318500,6/28/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2929,119,,B1, 3864 3RD AVENUE ,,10457,2,0,2,"2,432","2,394",1995,1, B1 ,679000,11/27/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2929,134,,B1, 547 CLAREMONT PARKWAY ,,10457,2,0,2,"2,356","2,394",1995,1, B1 ,570000,6/5/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3034,137,,B1, 1941 WASHINGTON AVENUE ,,10457,2,0,2,"2,663","3,204",1995,1, B1 ,520000,7/23/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3035,135,,B1, 1993 WASHINGTON AVENUE ,,10457,2,0,2,"2,910","2,340",1998,1, B1 ,0,4/11/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3036,62,,B1, 459 EAST 179 STREET ,,10457,2,0,2,"2,000","2,340",1998,1, B1 ,415000,8/29/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3036,65,,B1, 455 E. 179TH STREET ,,10457,2,0,2,"2,033","2,340",1998,1, B1 ,725000,8/28/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3039,19,,B3, 466 EAST 185 STREET ,,10458,2,0,2,"1,800","1,944",1910,1, B3 ,635000,8/29/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3039,159,,B1, 476 EAST 186 STREET ,,10458,2,0,2,"2,033","2,400",1997,1, B1 ,400000,8/7/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3044,167,,B1, 2008 BATHGATE AVE ,,10457,2,0,2,"2,520","2,340",1998,1, B1 ,4000,1/3/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3046,11,,B9, 2042 WASHINGTON AVENUE ,,10457,2,0,2,"1,497","1,566",1899,1, B9 ,453000,7/18/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3046,12,,B9, 2044 WASHINGTON AVENUE ,,10457,2,0,2,"1,625","1,804",1899,1, B9 ,336000,4/12/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3046,41,,B2, 2071 BATHGATE AVE ,,10457,2,0,2,"1,957","1,590",1899,1, B2 ,610000,10/19/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3047,17,,B3, 2123 BATHGATE ,,10457,2,0,2,"2,500","1,404",1901,1, B3 ,0,8/8/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3048,23,,B3, 2194 BATHGATE AVENUE ,,10457,2,0,2,"1,712","1,580",1901,1, B3 ,598500,7/31/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3050,61,,S2, 500 EAST 183RD STREET ,,10458,2,1,3,732,"2,055",1900,1, S2 ,940000,1/25/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3050,62,,S2, 502 EAST 183RD STREET ,,10458,2,1,3,768,"2,055",1901,1, S2 ,0,1/25/2018
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3050,96,,B2, 2244 BASSFORD AVENUE ,,10457,2,0,2,"1,450","3,549",1901,1, B2 ,489000,11/29/2018
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3035,54,,C0, 457 EAST 178 STREET ,,10457,3,0,3,"1,800","3,520",2007,1, C0 ,476580,9/28/2018
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3037,105,,C0, 463 EAST 181 ,,10457,3,0,3,"1,095","2,779",2006,1, C0 ,739800,5/18/2018
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3037,110,,C0, 453 EAST 181 ,,10457,3,0,3,"1,687","3,037",2006,1, C0 ,750000,9/13/2018
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3038,22,,C0, 460 E 183RD STREET ,,10458,3,0,3,"1,485","1,536",1910,1, C0 ,402219,7/30/2018
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3041,8,,C0, 446 CYRUS PLACE ,,10458,3,0,3,"2,320","2,008",1910,1, C0 ,110000,2/15/2018
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3050,28,,C0, 2265 BASSFORD AVENUE ,,10457,3,0,3,"1,250","2,730",2003,1, C0 ,554007,1/12/2018
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3053,50,,C0, 2325 BATHGATE AVENUE ,,10458,3,0,3,"2,883","2,320",1931,1, C0 ,550000,9/21/2018
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3040,5,,V0, 4656 PARK AVENUE ,,10458,0,0,0,"5,000",0,0,1, V0 ,900000,12/6/2018
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3045,25,,V0, 2086 BATHGATE AVENUE ,,10457,0,0,0,"2,302",0,0,1, V0 ,0,10/22/2018
2,BATHGATE,06 TAX CLASS 1 - OTHER,1,3046,36,,Z0, 2081 BATHGATE AVENUE ,,10457,0,0,0,"2,329",0,0,1, Z0 ,165000,7/13/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2A,2897,52,,C2, 410 EAST 173RD STREET ,,10457,6,0,6,"2,353","3,210",1908,2, C2 ,900000,9/17/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,2899,44,,C1, 404 EAST 175TH STREET ,,10457,8,0,8,"1,981","6,032",1931,2, C1 ,1470000,1/25/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,2908,15,,C1, 442 EAST 176 STREET ,,10457,24,0,24,"4,968","15,396",1910,2, C1 ,15400000,9/21/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,2908,17,,C1, 446 EAST 176 STREET ,,10457,24,0,24,"5,616","15,536",1931,2, C1 ,0,9/21/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,2909,12,,C7, 4196 PARK AVENUE ,,10457,10,1,11,"3,483","12,863",1931,2, C7 ,0,9/21/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,2913,43,,C7, 495 CLAREMONT PARKWAY ,,10457,18,2,20,"4,100","14,480",1901,2, C7 ,3500000,4/24/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,2917,6,,C1, 1824 WASHINGTON AVENUE ,,10457,8,0,8,"3,240","9,340",1931,2, C1 ,0,9/21/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3027,12,,C1, 1934 WEBSTER AVENUE ,,10457,20,0,20,"6,758","19,000",1903,2, C1 ,2000000,5/1/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,3031,51,,C1, 4619 PARK AVENUE ,,10458,8,0,8,"3,798","8,976",1910,2, C1 ,0,9/5/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3031,60,,C1, 4589 PARK AVENUE ,,10458,25,0,25,"4,779","18,975",1912,2, C1 ,4732800,7/26/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3031,63,,C1, 4585 PARK AVENUE ,,10458,25,0,25,"4,787","18,975",1912,2, C1 ,4794425,7/26/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,3032,3,,C1, 2408 WEBSTER AVENUE ,,10458,8,0,8,"3,441","9,240",1909,2, C1 ,4650000,3/8/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,3032,6,,C7, 2420 WEBSTER AVENUE ,,10458,8,1,9,"4,444","9,333",1909,2, C7 ,0,3/8/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,3032,7,,C1, 2422 WEBSTER AVENUE ,,10458,8,0,8,"4,503","9,310",1909,2, C1 ,10,8/21/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,3032,54,,C1, 4683 PARK AVENUE ,,10458,8,0,8,"4,025","9,600",1910,2, C1 ,1803187,8/29/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,3032,54,,C1, 4683 PARK AVENUE ,,10458,8,0,8,"4,025","9,600",1910,2, C1 ,1450000,10/4/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3040,22,,C7, 2383 WASHINGTON AVENUE ,,10458,24,2,26,"5,050","20,365",1911,2, C7 ,0,5/11/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3044,29,,C1, 1991 BATHGATE AVENUE ,,10457,17,0,17,"3,539","15,175",1908,2, C1 ,0,9/21/2018
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2A,3044,52,,C3, 1968 BATHGATE AVE ,,10457,4,0,4,"1,387","2,550",1931,2, C3 ,400000,1/8/2018
2,BATHGATE,08 RENTALS - ELEVATOR APARTMENTS,2,3046,3,,D1, 2028 WASHINGTON AVENUE ,,10457,34,0,34,"6,825","29,300",1928,2, D1 ,0,9/21/2018
2,BATHGATE,08 RENTALS - ELEVATOR APARTMENTS,2,3050,76,,D1, 2265 BATHGATE AVENUE ,,10457,17,0,17,"4,088","16,086",2012,2, D1 ,0,10/22/2018
2,BATHGATE,09 COOPS - WALKUP APARTMENTS,2,3045,19,,C6, 2068 BATHGATE AVENUE ,,10457,0,0,0,0,0,1911,2, C6 ,0,9/5/2018
2,BATHGATE,09 COOPS - WALKUP APARTMENTS,2,3045,19,,C6, 2068 BATHGATE AVENUE ,,10457,0,0,0,0,0,1911,2, C6 ,0,9/5/2018
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3044,40,,D4," 495 EAST 178TH STREET, 6J ",,10457,0,0,0,0,0,1941,2, D4 ,40560,2/23/2018
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3044,40,,D4," 495 EAST 178TH STREET, 3E ",,10457,0,0,0,0,0,1941,2, D4 ,55000,9/7/2018
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3044,40,,D4," 495 EAST 178TH STREET, 5E ",,10457,0,0,0,0,0,1941,2, D4 ,84162,12/19/2018
2,BATHGATE,22 STORE BUILDINGS,4,2899,53,,K1, 4095 PARK AVENUE ,,10457,0,2,2,"8,660","8,560",1931,4, K1 ,2500000,10/26/2018
2,BATHGATE,22 STORE BUILDINGS,4,2900,63,,K1, 408-414 EAST TREMONT AVENUE ,,10457,0,3,3,"8,349","8,348",1995,4, K1 ,3665250,5/16/2018
2,BATHGATE,26 OTHER HOTELS,4,3027,14,,HR, 1938 WEBSTER AVENUE ,,10457,0,1,1,"6,772","19,000",1907,4, HR ,2200000,5/1/2018
2,BATHGATE,27 FACTORIES,4,2899,29,,F1, 405 EAST 174 STREET ,,10457,0,1,1,"11,500","11,349",1930,4, F1 ,2350000,3/2/2018
2,BATHGATE,27 FACTORIES,4,3036,20,,F5, 4366 PARK AVE ,,10457,0,1,1,"7,050","14,392",1911,4, F5 ,0,3/6/2018
2,BATHGATE,27 FACTORIES,4,3036,22,,F9, 4370 PARK AVENUE ,,10457,0,1,1,"12,799","30,760",1911,4, F9 ,0,3/6/2018
2,BATHGATE,29 COMMERCIAL GARAGES,4,2900,28,,G7, 4145 PARK AVENUE ,,10457,0,0,0,"2,000",0,0,4, G7 ,370000,11/7/2018
2,BATHGATE,29 COMMERCIAL GARAGES,4,3029,11,,G6, 2036 WEBSTER AVE ,,10457,0,1,1,"6,267",0,1995,4, G6 ,700000,7/16/2018
2,BATHGATE,29 COMMERCIAL GARAGES,4,3029,56,,G6, 4335 PARK AVENUE ,,10457,0,0,0,"6,300",0,0,4, G6 ,0,7/16/2018
2,BATHGATE,29 COMMERCIAL GARAGES,4,3029,58,,G6, 4331 PARK AVENUE ,,10457,0,0,0,"6,300",0,0,4, G6 ,0,7/16/2018
2,BATHGATE,29 COMMERCIAL GARAGES,4,3047,63,,G7, 4387 3 AVENUE ,,10457,0,0,0,"4,133",0,0,4, G7 ,1350000,9/21/2018
2,BATHGATE,29 COMMERCIAL GARAGES,4,3048,55,,G7, EAST 181 STREET ,,10457,0,0,0,"4,681",0,0,4, G7 ,722000,7/17/2018
2,BATHGATE,29 COMMERCIAL GARAGES,4,3050,69,,G9, 502 EAST 183 STREET ,,10458,0,4,4,"4,027","2,400",1901,4, G9 ,135000,1/25/2018
2,BATHGATE,30 WAREHOUSES,4,2906,93,,E9, 463 EAST 173 STREET ,,10457,0,2,2,"19,114","32,711",1945,4, E9 ,0,1/26/2018
2,BATHGATE,30 WAREHOUSES,4,3041,21,,E1, 4663 3 AVENUE ,,10458,0,1,1,"12,700","12,700",1931,4, E1 ,0,4/25/2018
2,BATHGATE,30 WAREHOUSES,4,3041,21,,E1, 4663 3 AVENUE ,,10458,0,1,1,"12,700","12,700",1931,4, E1 ,0,8/8/2018
2,BATHGATE,31 COMMERCIAL VACANT LAND,4,2898,58,,V1, 403 E 173RD STREET ,,10457,0,0,0,"1,869",0,0,4, V1 ,218923,1/26/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4707,70,,A5, 1134 EAST 213 STREET ,,10469,1,0,1,"2,320","1,813",1950,1, A5 ,0,12/24/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4707,75,,A5, 1146 EAST 213TH STREET ,,10469,1,0,1,"1,786","1,018",1945,1, A5 ,420000,1/22/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,52,,A5, 1154 EAST 215 STREET ,,10469,1,0,1,"1,710","1,732",1945,1, A5 ,330000,5/21/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,24,,A5, 1160 EAST 221 STREET ,,10469,1,0,1,"2,058","1,690",1950,1, A5 ,375000,2/23/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,53,,A9, 3834 LACONIA AVENUE ,,10469,1,0,1,"1,795","1,690",1950,1, A9 ,280000,5/25/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,59,,A9, 1114 EAST 221 STREET ,,10469,1,0,1,"2,284","1,890",1950,1, A9 ,0,8/30/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,67,,A9, 1130 EAST 221ST STREET ,,10469,1,0,1,"1,746","1,690",1950,1, A9 ,0,7/30/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4716,59,,A9, 1103 EAST 221ST STREET ,,10469,1,0,1,"1,432","1,648",1950,1, A9 ,308000,8/31/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4719,52,,A9, 1427 HICKS STREET ,,10469,1,0,1,"1,710","1,690",1960,1, A9 ,0,5/25/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4722,6,,A1, 3525 EASTCHESTER ROAD ,,10469,1,0,1,"2,735","1,530",1915,1, A1 ,313326,10/5/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4723,2,,A2, 3485 MICKLE AVENUE ,,10469,1,0,1,"1,918","1,024",1945,1, A2 ,10,4/16/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4723,8,,A2, 3473 MICKLE AVENUE ,,10469,1,0,1,"2,644","1,024",1945,1, A2 ,10,5/14/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4725,22,,A2, 1483 HICKS STREET ,,10469,1,0,1,"2,375","1,764",1915,1, A2 ,624523,8/13/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,24,,A5, 3313 BOUCK AVENUE ,,10469,1,0,1,"1,900","1,254",1940,1, A5 ,417000,11/27/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,90,,A5, 3315 BOUCK AVENUE ,,10469,1,0,1,"1,900","1,254",1940,1, A5 ,0,9/13/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,12,,A5, 3363 WILSON AVE ,,10469,1,0,1,"2,350","1,799",1940,1, A5 ,10,11/19/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,28,,A5, 3331 WILSON AVENUE ,,10469,1,0,1,"1,900","1,738",1940,1, A5 ,180000,11/20/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,110,,A5, 3272 BOUCK AVENUE ,,10469,1,0,1,"2,300","1,782",1955,1, A5 ,461000,6/5/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4735,44,,A5, 3326 WILSON AVENUE ,,10469,1,0,1,"2,550","1,920",1930,1, A5 ,475000,7/31/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4735,45,,A5, 3328 WILSON AVENUE ,,10469,1,0,1,"1,900","1,254",1930,1, A5 ,0,4/5/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4735,61,,A5, 3360 WILSON AVENUE ,,10469,1,0,1,"1,900","1,681",1930,1, A5 ,0,11/2/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4735,86,,A5, 3318 WILSON AVE ,,10469,1,0,1,"2,217","1,620",1930,1, A5 ,300000,10/5/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4736,64,,A5, 3356 FISH AVENUE ,,10469,1,0,1,"1,775","1,585",1935,1, A5 ,393000,5/14/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4738,39,,A5, 3310 FENTON ,,10469,1,0,1,"2,208","1,476",1940,1, A5 ,0,1/23/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,149,,A5, 3230 WILSON AVENUE ,,10469,1,0,1,"2,375","1,440",1940,1, A5 ,490000,3/27/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4740,40,,A5, 3224 FISH AVENUE ,,10469,1,0,1,"2,500","1,736",1935,1, A5 ,0,9/27/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,3,,A5, 3261 CORSA AVENUE ,,10469,1,0,1,"1,800","1,260",1950,1, A5 ,440000,9/21/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,3,,A5, 3261 CORSA AVE ,,10469,1,0,1,"1,800","1,260",1950,1, A5 ,245000,6/21/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,14,,A5, 3239 CORSA AVE ,,10469,1,0,1,"2,300","1,260",1950,1, A5 ,462500,3/26/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,37,,A5, 3220 FENTON AVENUE ,,10469,1,0,1,"2,050","1,280",1920,1, A5 ,400000,2/14/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,41,,A5, 3228 FENTON AVENUE ,,10469,1,0,1,"2,050","1,280",1920,1, A5 ,201000,5/17/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,41,,A5, 3228 FENTON AVENUE ,,10469,1,0,1,"2,050","1,280",1920,1, A5 ,455000,12/13/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4743,29,,A5, 3309 EASTCHESTER ROAD ,,10469,1,0,1,"1,800","1,782",1950,1, A5 ,465000,4/10/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4745,7,,A5, 3347 KINGSLAND AVENUE ,,10469,1,0,1,"1,710","1,863",1950,1, A5 ,515000,3/12/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4745,34,,A1, 1605 GIVAN AVENUE ,,10469,1,0,1,"2,748","1,332",1920,1, A1 ,545000,10/18/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4745,34,,A1, 1605 GIVAN AVENUE ,,10469,1,0,1,"2,748","1,332",1920,1, A1 ,270000,2/16/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4745,42,,A5, 3314 MICKLE AVENUE ,,10469,1,0,1,"2,130","1,432",1970,1, A5 ,220000,11/8/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4745,43,,A5, 3316 MICKLE AVENUE ,,10469,1,0,1,"1,520","1,432",1970,1, A5 ,270000,9/25/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4748,53,,A5, 3232 MICKLE AVE ,,10469,1,0,1,"2,161","1,258",1965,1, A5 ,460000,9/5/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4749,14,,A5, 3347 TIEMANN AVENUE ,,10469,1,0,1,"1,710","1,714",1955,1, A5 ,490000,4/19/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4749,36,,A5, 3301 TIEMANN AVENUE ,,10469,1,0,1,"2,850","1,701",1955,1, A5 ,0,10/5/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4749,36,,A5, 3301 TIEMANN AVENUE ,,10469,1,0,1,"2,850","1,701",1955,1, A5 ,0,7/2/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,25,,A5, 3325 GUNTHER AVENUE ,,10469,1,0,1,"1,710","1,539",1950,1, A5 ,450000,7/3/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,31,,A5, 3313 GUNTHER AVENUE ,,10469,1,0,1,"1,710","1,539",1950,1, A5 ,257000,10/16/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,34,,A5, 3307 GUNTHER AVENUE ,,10469,1,0,1,"1,710","1,539",1950,1, A5 ,487500,7/27/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,46,,A5, 3314 TIEMANN AVENUE ,,10469,1,0,1,"1,710","1,890",1950,1, A5 ,0,6/28/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,1,,A9, 3354 GUNTHER AVENUE ,,10469,1,0,1,"2,997",948,1960,1, A9 ,449000,10/15/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,48,,A5, 3312 GUNTHER AVENUE ,,10469,1,0,1,"1,710","1,188",1955,1, A5 ,0,3/24/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,52,,A2, 3324 GUNTHER AVENUE ,,10469,1,0,1,"2,090",948,1960,1, A2 ,435000,3/16/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,56,,A2, 3332 GUNTHER AVENUE ,,10469,1,0,1,"2,090",948,1960,1, A2 ,435000,3/16/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4759,23,,A2, 3143 SEYMOUR AVENUE ,,10469,1,0,1,"5,000","1,069",1920,1, A2 ,380000,9/21/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4760,13,,A1, 3129 FENTON AVENUE ,,10469,1,0,1,"5,000","1,602",1935,1, A1 ,420000,4/18/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4761,28,,A2, 3170 FENTON AVENUE ,,10469,1,0,1,"2,500","1,470",1945,1, A2 ,0,1/31/2018
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4766,25,,A1, 3015 MICKLE AVENUE ,,10469,1,0,1,"3,325","1,612",1931,1, A1 ,385000,11/30/2018
