"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
",TAX CLASS AS OF FINAL ROLL 18/19,"BLOCK
","LOT
","EASE-MENT
",BUILDING CLASS AS OF FINAL ROLL 18/19,"ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,14,,A5, 45 BARB STREET ,,10312,1,0,1,"1,585","1,339",2004,1, A5 ,542000,11/15/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,15,,A5, 43 BARB STREET ,,10312,1,0,1,"1,585","1,339",2004,1, A5 ,545000,12/17/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,64,,A5, 42 ENDVIEW STREET ,,10312,1,0,1,"2,678","1,344",2003,1, A5 ,560000,1/8/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,65,,A5, 46 ENDVIEW STREET ,,10312,1,0,1,"2,678","1,344",2003,1, A5 ,525417,1/19/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,15,,A1, 1014 ARDEN AVENUE ,,10312,1,0,1,"3,150",768,1925,1, A1 ,0,7/16/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,15,,A1, 1014 ARDEN AVENUE ,,10312,1,0,1,"3,150",768,1925,1, A1 ,0,9/10/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,26,,A1, 1036 ARDEN AVENUE ,,10312,1,0,1,"3,885","2,448",1925,1, A1 ,0,9/19/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,63,,A1, 11 JEANNETTE AVENUE ,,10312,1,0,1,"4,640","2,350",2006,1, A1 ,945000,6/19/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6222,33,,A5, 58 JEANNETTE AVENUE ,,10312,1,0,1,"2,490","1,600",2004,1, A5 ,610000,11/30/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6226,1,,A1, 808 ARDEN AVENUE ,,10312,1,0,1,"6,450","1,648",1925,1, A1 ,755000,11/5/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6226,95,,A1, 59 JEFFERSON BOULEVARD ,,10312,1,0,1,"4,700","2,208",1910,1, A1 ,620000,7/6/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6226,115,,A1, 973 CARLTON BOULEVARD ,,10312,1,0,1,"13,561","1,484",1915,1, A1 ,635000,10/10/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6227,7,,A2, 111 JEFFERSON BOULEVARD ,,10312,1,0,1,"6,069","1,275",1965,1, A2 ,0,10/1/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6228,59,,A1, 143 DETROIT AVENUE ,,10312,1,0,1,"4,000","1,092",1925,1, A1 ,479000,6/19/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6228,67,,A1, 159 DETROIT AVENUE ,,10312,1,0,1,"4,000","1,584",1940,1, A1 ,650000,11/9/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6229,68,,A1, 165 EDGEGROVE AVENUE ,,10312,1,0,1,"4,000","2,168",1915,1, A1 ,740000,7/30/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6234,13,,A2, 244 SHELDON AVENUE ,,10312,1,0,1,"4,000","1,144",1965,1, A2 ,569000,6/1/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6234,59,,A2, 193 RENSSELAER AVENUE ,,10312,1,0,1,"4,000","2,100",1970,1, A2 ,0,9/13/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6234,59,,A2, 193 RENSSELAER AVENUE ,,10312,1,0,1,"4,000","2,100",1970,1, A2 ,0,5/21/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6235,27,,A2, 140 SINCLAIR AVENUE ,,10312,1,0,1,"4,000","1,176",1965,1, A2 ,875000,9/7/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6236,12,,A5, 224 STAFFORD AVENUE ,,10312,1,0,1,"3,000","1,850",2000,1, A5 ,0,7/19/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6236,37,,A1, 154 STAFFORD AVE ,,10312,1,0,1,"4,000","1,488",1935,1, A1 ,315000,12/19/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6237,22,,A1, 214 VINELAND AVENUE ,,10312,1,0,1,"4,000","2,350",2005,1, A1 ,0,7/26/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6240,126,,A3, 8 ROGERS PLACE ,,10312,1,0,1,"22,800","6,171",1989,1, A3 ,1523844,12/27/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6242,60,,A1, 45 SUMMIT PLACE ,,10312,1,0,1,"7,150","2,056",1965,1, A1 ,725000,1/3/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6243,25,,A5, 18 SHERIDAN PLACE ,,10312,1,0,1,"2,750","1,720",2000,1, A5 ,600000,7/23/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6243,64,,A1, 43 MOSELY AVENUE ,,10312,1,0,1,"5,500","2,554",1920,1, A1 ,930000,9/17/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,129,,A2, 959 ANNADALE ROAD ,,10312,1,0,1,"7,695","1,848",1960,1, A2 ,0,8/21/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,175,,A2, 65 PINE TERRACE ,,10312,1,0,1,"4,500","1,144",1960,1, A2 ,530000,12/6/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6247,37,,A1, 1033 ANNADALE ROAD ,,10312,1,0,1,"4,470","1,578",1925,1, A1 ,505000,12/11/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,153,,A1, 19 ELY AVENUE ,,10312,1,0,1,"5,040","1,768",1965,1, A1 ,0,3/27/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,216,,A1, 998 ANNADALE ROAD ,,10312,1,0,1,"3,922","1,608",2012,1, A1 ,845000,7/26/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,268,,A2, 145 NORTH PINE TERRACE ,,10312,1,0,1,"7,920","1,912",1965,1, A2 ,767000,5/8/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,272,,A2, 137 NORTH PINE TERRACE ,,10312,1,0,1,"4,720","2,008",1965,1, A2 ,0,6/21/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,627,,A3, 52 BENNETT AVENUE ,,10312,1,0,1,"20,800","3,959",1991,1, A3 ,992793,11/26/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6260,42,,A2, 132 JEFFERSON BLVD ,,10312,1,0,1,"7,350",912,1940,1, A2 ,425880,12/12/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6261,13,,A2, 245 IONIA AVENUE ,,10312,1,0,1,"8,000",688,0,1, A2 ,700000,2/9/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6264,27,,A1, 212 RATHBUN AVENUE ,,10312,1,0,1,"14,320","2,000",1920,1, A1 ,0,6/25/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6265,47,,A2, 217 RATHBUN AVENUE ,,10312,1,0,1,"4,000","2,133",1975,1, A2 ,570000,5/7/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,6,,A5, 236 SINCLAIR AVENUE ,,10312,1,0,1,"2,520","1,216",2002,1, A5 ,530000,3/6/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6268,55,,A1, 203 SINCLAIR AVENUE ,,10312,1,0,1,"4,000","1,128",1945,1, A1 ,529000,6/8/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6268,62,,A1, 215 SINCLAIR AVENUE ,,10312,1,0,1,"4,000","2,250",2000,1, A1 ,865000,3/22/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6269,65,,A2, 273 STAFFORD AVENUE ,,10312,1,0,1,"14,850","2,100",1955,1, A2 ,0,9/21/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6270,56,,A1, 309 VINELAND AVENUE ,,10312,1,0,1,"3,805","2,212",2005,1, A1 ,750000,11/1/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6271,13,,A1, 478 JEFFERSON BOULEVARD ,,10312,1,0,1,"4,000","1,804",1940,1, A1 ,917500,7/25/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6272,4,,A1, 738 WOODROW ROAD ,,10312,1,0,1,"7,592",964,1940,1, A1 ,515000,1/22/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6277,68,,A1, 338 EDGEGROVE AVENUE ,,10312,1,0,1,"4,000","1,920",1960,1, A1 ,750000,6/4/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6278,62,,A2, 338 IONIA AVENUE ,,10312,1,0,1,"4,000","1,170",1960,1, A2 ,550000,9/13/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6279,166,,A1, 164 NORTH RAILROAD ST ,,10312,1,0,1,"4,000","2,138",1975,1, A1 ,575000,3/2/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6280,5,,A2, 426 EDGEGROVE AVENUE ,,10312,1,0,1,"4,000","2,002",1973,1, A2 ,0,11/5/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6281,30,,A1, 90 ALBEE AVENUE ,,10312,1,0,1,"4,050","2,087",1979,1, A1 ,0,2/15/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6287,43,,A2, 346 RATHBUN AVENUE ,,10312,1,0,1,"4,000","1,196",1970,1, A2 ,475000,12/19/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6297,47,,A2, 463 IONIA AVENUE ,,10312,1,0,1,"4,000","1,968",1970,1, A2 ,0,5/18/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,13,,A2, 100 RAMONA AVENUE ,,10312,1,0,1,"4,000","1,890",1975,1, A2 ,690000,8/3/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6321,18,,A1, 5193 AMBOY ROAD ,,10312,1,0,1,"3,800","1,560",1925,1, A1 ,10,8/9/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6352,31,,A1, 123 PEARE PLACE ,,10312,1,0,1,"6,500","2,530",1983,1, A1 ,820000,12/11/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6353,20,,A1, 130 PEARE PLACE ,,10312,1,0,1,"9,000","4,034",1984,1, A1 ,0,2/1/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6354,21,,A1, 132 RYAN PLACE ,,10312,1,0,1,"6,000","3,000",1983,1, A1 ,950000,8/24/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6354,27,,A2, 129 BAYVIEW TERRACE ,,10312,1,0,1,"6,004","1,440",1998,1, A2 ,750000,8/17/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6354,36,,A2, 673 BARCLAY AVENUE ,,10312,1,0,1,"4,000","1,120",1930,1, A2 ,0,3/23/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6354,46,,A3, 120 BAYVIEW TERRACE ,,10312,1,0,1,"4,519","3,550",1990,1, A3 ,951045,11/19/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6359,29,,A1, 7 RYAN PLACE ,,10312,1,0,1,"6,018","2,215",1984,1, A1 ,790000,10/10/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6360,38,,A1, 14 RYAN PLACE ,,10312,1,0,1,"6,000","2,998",1982,1, A1 ,1015000,11/16/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,6,,A1, 241 KINGHORN STREET ,,10312,1,0,1,"9,030","3,432",1983,1, A1 ,0,5/16/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,56,,A1, 152 NOEL STREET ,,10312,1,0,1,"6,440","2,510",1983,1, A1 ,880000,1/4/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,40,,A1, 192 NOEL STREET ,,10312,1,0,1,"6,600","2,521",1975,1, A1 ,367500,10/11/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1B,6367,29,,V0, 50 WEAVER STREET ,,10312,0,0,0,"12,600",0,0,1, A1 ,875000,6/22/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6369,20,,A1, 290 KOCH BOULEVARD ,,10312,1,0,1,"9,900","3,000",1986,1, A1 ,1345000,4/30/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6369,27,,A3, 280 KOCH BOULEVARD ,,10312,1,0,1,"9,800","2,520",1987,1, A3 ,0,8/21/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6370,22,,A1, 138 WEAVER STREET ,,10312,1,0,1,"8,000","2,500",1975,1, A1 ,0,1/19/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,44,,A1, 260 HOLDRIDGE AVENUE ,,10312,1,0,1,"7,760","2,343",1970,1, A1 ,10,6/29/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,44,,A1, 260 HOLDRIDGE AVENUE ,,10312,1,0,1,"7,760","2,343",1970,1, A1 ,10,7/26/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6372,36,,A1, 216 HOLDRIDGE AVENUE ,,10312,1,0,1,"5,500","2,400",2003,1, A1 ,945000,7/10/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6372,49,,A3, 111 JANSEN STREET ,,10312,1,0,1,"6,000","3,209",1970,1, A3 ,0,4/2/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6382,67,,A1, 139 TALLMAN STREET ,,10312,1,0,1,"4,000","2,275",1980,1, A1 ,735000,7/16/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6407,12,,A1, 275 NOEL STREET ,,10312,1,0,1,"12,000","2,116",1983,1, A1 ,0,3/26/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,1,,A1, 226 TALLMAN STREET ,,10312,1,0,1,"8,000","4,500",1980,1, A1 ,540000,8/24/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,1,,A1, 226 TALLMAN STREET ,,10312,1,0,1,"8,000","4,500",1980,1, A1 ,0,9/19/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,57,,A1, 256 TALLMAN STREET ,,10312,1,0,1,"8,000","3,389",1980,1, A1 ,869900,7/26/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,62,,A2, 248 TALLMAN ,,10312,1,0,1,"8,000","2,600",1980,1, A2 ,0,7/25/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6424,14,,A2, 234 BARCLAY AVENUE ,,10312,1,0,1,"4,000","1,776",1975,1, A2 ,645000,4/3/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6425,49,,A3, 71 LIPSETT AVENUE ,,10312,1,0,1,"6,000","3,000",1990,1, A3 ,0,4/6/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6441,99,,A1, 8 DOLE STREET ,,10312,1,0,1,"4,800",798,1935,1, A1 ,485000,8/30/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6442,7,,A3, 309 POILLON AVENUE ,,10312,1,0,1,"8,465","3,360",2004,1, A3 ,0,4/10/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6452,2,,A1, 40 ZEPHYR AVENUE ,,10312,1,0,1,"6,580","1,584",1965,1, A1 ,803600,10/23/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6454,7,,A5, 480 PHILIP AVENUE ,,10312,1,0,1,"2,160","1,140",1970,1, A5 ,0,11/6/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6456,21,,A1, 440 PHILIP AVENUE ,,10312,1,0,1,"7,200","3,800",1996,1, A1 ,0,9/7/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,210,,A3, 70 NICOLOSI DRIVE ,,10312,1,0,1,"28,539","8,000",1997,1, A3 ,2400000,3/6/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,260,,A3, 25 NICOLOSI DRIVE ,,10312,1,0,1,"10,500","5,600",1989,1, A3 ,1762500,6/29/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,523,,A5, 349 ARBUTUS AVENUE ,,10312,1,0,1,"1,547","1,426",2011,1, A5 ,629900,12/5/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6505,42,,A1, 421 JANSEN STREET ,,10312,1,0,1,"8,280","4,280",1995,1, A1 ,1140000,6/26/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,18,,A3, 10 JANSEN COURT ,,10312,1,0,1,"9,000","4,878",1995,1, A3 ,0,10/2/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,18,,A3, 10 JANSEN COURT ,,10312,1,0,1,"9,000","4,878",1995,1, A3 ,0,10/2/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,18,,A3, 10 JANSEN COURT ,,10312,1,0,1,"9,000","4,878",1995,1, A3 ,0,10/3/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,18,,A3, 10 JANSEN COURT ,,10312,1,0,1,"9,000","4,878",1995,1, A3 ,1450000,11/23/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,43,,A1, 50 ARBUTUS WAY ,,10312,1,0,1,"17,400","3,260",1985,1, A1 ,1300000,1/19/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6523,59,,A1, 45 ARBUTUS AVENUE ,,10312,1,0,1,"13,020","2,548",1941,1, A1 ,10,4/19/2018
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6523,90,,A1, 14 SERENA COURT ,,10312,1,0,1,"8,188","2,439",2016,1, A1 ,895041,1/24/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5391,69,,B2, 14 BLUE HERON DRIVE ,,10312,2,0,2,"8,000","4,597",1991,1, B2 ,1360000,10/10/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5425,9,,B2, 4678 HYLAN BOULEVARD ,,10312,2,0,2,"5,742","1,906",1982,1, B2 ,771500,7/10/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,86,,B9, 19 SEGUINE PLACE ,,10312,2,0,2,"3,250","1,804",1986,1, B9 ,0,12/20/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,92,,B9, 35 SEGUINE PLACE ,,10312,2,0,2,"3,250","1,804",1986,1, B9 ,0,2/21/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,14,,B2, 202 SNEDEN AVENUE ,,10312,2,0,2,"2,600","1,592",2005,1, B2 ,648000,12/4/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,21,,B2, 216 SNEDEN AVENUE ,,10312,2,0,2,"2,860","1,592",2006,1, B2 ,646000,11/9/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,96,,B2, 1106 ARDEN AVENUE ,,10312,2,0,2,"4,470","2,500",2000,1, B2 ,855000,9/26/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,152,,B2, 129 JEANNETTE AVENUE ,,10312,2,0,2,"2,485","2,500",2000,1, B2 ,575000,2/5/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6214,38,,B2, 58 EAGAN AVENUE ,,10312,2,0,2,"5,000","3,300",1989,1, B2 ,10,5/8/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6215,63,,B2, 195 BARCLAY AVENUE ,,10312,2,0,2,"12,900","3,964",1989,1, B2 ,0,1/4/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6221,9,,B9, 1002 ARDEN AVENUE ,,10312,2,0,2,"2,550","1,400",2005,1, B9 ,590000,7/27/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6221,42,,B9, 16 RALPH AVENUE ,,10312,2,0,2,"2,400","1,580",2004,1, B9 ,679000,4/30/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6221,44,,B9, 18 RALPH AVENUE ,,10312,2,0,2,"2,400","1,580",2004,1, B9 ,0,3/19/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6222,27,,B9, 40 JEANNETTE AVENUE ,,10312,2,0,2,"2,825","1,600",2004,1, B9 ,517271,4/24/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6222,27,,B9, 40 JEANNETTE AVENUE ,,10312,2,0,2,"2,825","1,600",2004,1, B9 ,585000,12/19/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6226,98,,B2, 65 JEFFERSON BOULEVARD ,,10312,2,0,2,"5,650","2,228",1983,1, B2 ,725000,12/13/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6226,98,,B2, 65 JEFFERSON BOULEVARD ,,10312,2,0,2,"5,650","2,228",1983,1, B2 ,565000,4/18/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,41,,B2, 126 DETROIT AVENUE ,,10312,2,0,2,"4,166","3,092",2017,1, B2 ,854311,3/29/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,44,,B2, 130 DETROIT AVENUE ,,10312,2,0,2,"4,187","3,092",2017,1, B2 ,854311,3/29/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,45,,B2, 134 DETROIT AVENUE ,,10312,2,0,2,"3,667","3,092",2017,1, B2 ,854311,5/15/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6228,21,,B2, 167 DETROIT AVENUE ,,10312,2,0,2,"8,000","2,216",0,1, B2 ,440000,5/10/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6228,21,,B2, 167 DETROIT AVENUE ,,10312,2,0,2,"8,000","2,216",0,1, B2 ,555000,5/10/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6229,43,,B2, 700 ARDEN AVE ,,10312,2,0,2,"6,000","3,290",2002,1, B2 ,999000,2/20/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6229,47,,B2, 123 EDGEGROVE AVENUE ,,10312,2,0,2,"5,000","3,640",2002,1, B2 ,970000,5/16/2018
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6233,39,,B2, 184 RENSSELAER AVENUE ,,10312,2,0,2,"4,000","2,300",1996,1, B2 ,900000,9/13/2018
